StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,prolific_id,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,Q120,Q120_3_TEXT,PROLIFIC_PID,counter,STUDY_ID,SESSION_ID
28/11/2022 08:38,28/11/2022 08:38,IP Address,143.159.137.138,11,24,FALSE,,FS_2aLbgAHQDc6vFMK,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5aed7ebd75deca0001626f9a,0,63846a4ec16d08f02cdabfec,63846f70f510853ce4b5306b
28/11/2022 08:42,28/11/2022 08:55,IP Address,188.211.162.203,97,805,FALSE,,FS_doslxV3d3adL2h3,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5cd6f56d4a405a001747f8bc,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,My total potential bonus except when they were 3 players and then i felt annoyed on another players behalf ,,,,,,,,,,,,,,5cd6f56d4a405a001747f8bc,6,63846a4ec16d08f02cdabff1,6384746cd8b8c33fd876bfaa
28/11/2022 08:42,28/11/2022 09:10,IP Address,86.180.188.145,97,1642,FALSE,,FS_3FLN3PvnksjclGJ,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6301185b6013d0487dcd3873,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.50","I would have £0.40, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I wanted it to be fair , and didn’t want people to cheat ",,,,,,,,,,,,,,6301185b6013d0487dcd3873,6,63846a4ec16d08f02cdabfe8,6384747a05b27fabce7445ed
28/11/2022 08:45,28/11/2022 08:57,IP Address,82.132.245.212,97,744,FALSE,,FS_1Pc7ns3JQCaGvjd,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5eebaa1d416c683693479763,"I would have £0.50, Player 2 would have £0.00","I would have £0.40, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,To keep the most money however at times I did take from a player if they took from me!,,,,,,,,,,,,,,5eebaa1d416c683693479763,6,63846a4ec16d08f02cdac000,6384751f3fc137c563311a31
28/11/2022 08:46,28/11/2022 09:14,IP Address,82.132.227.28,97,1708,FALSE,,FS_3oNu5ppSJDivrGI,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,598b4594474b9200017e0a77,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,It didn’t seem nice to punish someone else for their decisions. And I’d end up losing money just to spite someone. ,,,,,,,,,,,,,,598b4594474b9200017e0a77,6,63846a4ec16d08f02cdabff1,638475497f06a33213ab1167
28/11/2022 08:46,28/11/2022 09:00,IP Address,94.10.221.169,97,791,FALSE,,FS_1mCQqwq74ayEQLY,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60c1dd126f54be37009b21c8,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,I wanted to be fair . Also wanted us all the have the best accumulated bonus at the end ,,,,,,,,,,,,,,60c1dd126f54be37009b21c8,6,63846a4ec16d08f02cdabfea,63847573726a93dd9dd166af
28/11/2022 08:47,28/11/2022 09:24,IP Address,86.182.215.42,97,2210,FALSE,,FS_2f1IeBWViAnZ2jd,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62e2f4973427f0ab91180361,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Being as fair as possible,,,,,,,,,,,,,,62e2f4973427f0ab91180361,6,63846a4ec16d08f02cdabff1,6384758e0f14dfc587ca9c2f
28/11/2022 08:47,28/11/2022 08:53,IP Address,5.66.143.216,18,397,FALSE,,FS_2EmjUCK5lu991RO,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,61484e336038f1d86a13459e,,,,,,,,,"I would have £0.70, Player 2 would have £0.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61484e336038f1d86a13459e,1,63846a4ec16d08f02cdabff5,63847592fa826f43d6b44b1b
28/11/2022 08:47,28/11/2022 08:58,IP Address,82.42.240.159,97,662,FALSE,,FS_1P4TnXnF1vsKxB5,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5bf2f728bd9f150001f6cc42,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.50","I would have £0.40, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,To make the most bonus.,,,,,,,,,,,,,,5bf2f728bd9f150001f6cc42,6,63846a4ec16d08f02cdabfed,63847590bfced892bbea6439
28/11/2022 08:48,28/11/2022 08:54,IP Address,78.148.176.54,17,419,FALSE,,FS_24oemkgZHzkgGzL,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,614cba4379877edd65281de3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614cba4379877edd65281de3,1,63846a4ec16d08f02cdabfe8,638475976fadf609c045e3a2
28/11/2022 08:48,28/11/2022 08:52,IP Address,5.65.82.97,32,239,FALSE,,FS_24uUz1yveDTZjw3,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5d557ecbd586d00001247ce4,,,,,,,,,,,,,,,,,"I would have £0.80, Player 2 would have £0.40","I would have £0.70, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,,,,,7,,,,,,,,,,,,,,,,,5d557ecbd586d00001247ce4,2,63846a4ec16d08f02cdabfe8,638475c4c4cd900af3e21a33
28/11/2022 08:48,28/11/2022 08:51,IP Address,86.142.18.120,17,175,FALSE,,FS_xmA2DZAthuph2H7,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5b5ecd4b7757ed000198d434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b5ecd4b7757ed000198d434,1,63846a4ec16d08f02cdabfeb,638475e0ade0263fb8ab113a
28/11/2022 08:51,28/11/2022 09:01,IP Address,81.156.95.103,97,598,FALSE,,FS_2QPNCM2VR1xm0xB,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5e661efb1b2aa7390f83923f,"I would have £0.70, Player 2 would have £0.00","I would have £0.40, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.80, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.80, Player 2 would have £0.20","I would have £0.70, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,I just chose to keep the money that was given to me. ,,,,,,,,,,,,,,5e661efb1b2aa7390f83923f,6,63846a4ec16d08f02cdabff1,6384769f4b0ca22f2a30cd3a
28/11/2022 08:51,28/11/2022 09:00,IP Address,82.71.241.117,97,550,FALSE,,FS_30i4nRmPm8sFuOL,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5bdf514805ba8e0001965d25,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Fairness to each player,,,,,,,,,,,,,,5bdf514805ba8e0001965d25,6,63846a4ec16d08f02cdabfea,6384769f4cb71b0881ab11aa
28/11/2022 08:51,28/11/2022 09:15,IP Address,82.29.212.50,97,1408,FALSE,,FS_2soJtNxwu90Om1r,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5fb25a7e5960a87fb627c12b,"I would have £0.70, Player 2 would have £0.00","I would have £0.50, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.50, Player 2 would have £0.40","I would have £0.70, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Trying to be fair in the distribution of funds,,,,,,,,,,,,,,5fb25a7e5960a87fb627c12b,6,63846a4ec16d08f02cdabfe9,638476a8ade0263fb8ab114c
28/11/2022 08:52,28/11/2022 08:52,IP Address,85.255.232.149,12,18,FALSE,,FS_2sZTncaG2dpamtV,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5c5721c7fcbb880001fcff31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c5721c7fcbb880001fcff31,0,63846a4ec16d08f02cdabff0,638476c0fa4cde9b6892f46d
28/11/2022 08:52,28/11/2022 09:04,IP Address,31.205.90.172,38,686,FALSE,,FS_3QXf6b00jyQX0hk,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6347f667f7a3175f46a8d672,,,,,,,,,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,,,,,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,,,,,,,,,,,,,,,,,,,,,,6347f667f7a3175f46a8d672,3,63846a4ec16d08f02cdabfee,638476cfe7dc12d1110a9e38
28/11/2022 08:52,28/11/2022 09:08,IP Address,92.29.230.238,97,942,FALSE,,FS_Q5sueQzAxiqb7FL,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62fbf659137c73bdbd55606d,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"There was no point me paying money to make sure another person has less , I may as well just let it be however it works out . However on the last game I gained the money making the the bonuses even and that seemed fair to me ",,,,,,,,,,,,,,62fbf659137c73bdbd55606d,6,63846a4ec16d08f02cdabff1,638476c805b27fabce744625
28/11/2022 08:52,28/11/2022 09:09,IP Address,151.229.92.249,97,1024,FALSE,,FS_2zSGcBKeO0gSbUQ,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6346e9817b838ca15fb28311,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I am competitive so I would like to win so therefore would prefer more money than the opposite player,,,,,,,,,,,,,,6346e9817b838ca15fb28311,6,63846a4ec16d08f02cdabff0,638476d830e491516facc8b2
28/11/2022 08:52,28/11/2022 09:05,IP Address,77.98.177.205,97,729,FALSE,,FS_1IzJFAXg7u1U6pV,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62fb96512777134193662b65,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.80, Player 2 would have £0.20","I would have £0.70, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Make as much money as possible ,,,,,,,,,,,,,,62fb96512777134193662b65,6,63846a4ec16d08f02cdac009,638476de081008d527136739
28/11/2022 08:54,28/11/2022 08:57,IP Address,51.241.150.57,35,203,FALSE,,FS_2sXCJlZ72QJJeUg,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60473c95ec9e971bf1cd32db,,,,,,,,,"I would have £0.80, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.50","I would have £0.40, Player 2 would have £0.20",,,,,,,,,,,7,,,,,,,,,,,,,,,,,60473c95ec9e971bf1cd32db,2,63846a4ec16d08f02cdac003,6384772ca46690b3b22934a5
28/11/2022 08:54,28/11/2022 09:08,IP Address,92.1.20.131,97,861,FALSE,,FS_3Rw0Og4GLDCQma9,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6286800999a782f0e51954a5,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I am happy with keeping the bonus even between players and did not see the point in reducing both bonuses for no benefit to me.,,,,,,,,,,,,,,6286800999a782f0e51954a5,6,63846a4ec16d08f02cdabfee,6384773530e491516facc8bc
28/11/2022 08:56,28/11/2022 08:58,IP Address,82.26.79.122,12,117,FALSE,,FS_pKIzpKWUozx9gfT,,,,,,,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,582f8bbd4cadc80001b0fbd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582f8bbd4cadc80001b0fbd3,0,63846a4ec16d08f02cdabff0,638477a5384793fc75303d17
