Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63846f5809fe279344f121f2,5ea026ebbc5a78011ea73ffb,APPROVED,2022-11-28T08:20:40.082000Z,2022-11-28T08:48:44.409000Z,2022-11-28T08:54:14.936000,2022-11-28T08:48:44.916418Z,1685,CKBF49QL,1068,English,78,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63846f652406b10959ab1137,5f2e72ed16a1ff1e83d98d1b,APPROVED,2022-11-28T08:20:53.815000Z,2022-11-28T08:41:35.773000Z,2022-11-28T08:48:03.190000,2022-11-28T08:41:36.511189Z,1242,CKBF49QL,1133,English,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
63846f70f510853ce4b5306b,5aed7ebd75deca0001626f9a,APPROVED,2022-11-28T08:21:27.748000Z,2022-11-28T08:39:44.775000Z,2022-11-28T08:47:23.097000,2022-11-28T08:39:45.556061Z,1098,CKBF49QL,947,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
63846f7109fe279344f121f7,5c1c24b95a1e530001a333d4,APPROVED,2022-11-28T08:21:08.056000Z,2022-11-28T08:32:26.532000Z,2022-11-28T08:47:58.396000,2022-11-28T08:32:27.004592Z,679,CKBF49QL,730,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
63846f7f182c821cbeed2170,5815f5e13b65a80001c0ae89,APPROVED,2022-11-28T08:21:37.321000Z,2022-11-28T08:33:02.665000Z,2022-11-28T08:47:58.514000,2022-11-28T08:33:03.134264Z,686,CKBF49QL,315,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63846f9e9cb0c00f497445f2,57165ba7c5aca2000a8d32ca,APPROVED,2022-11-28T08:22:43.655000Z,2022-11-28T08:35:18.191000Z,2022-11-28T08:47:28.164000,2022-11-28T08:35:18.814581Z,755,CKBF49QL,539,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
63846fbc384793fc75303ca5,5ff458933803bbb00107e417,APPROVED,2022-11-28T08:27:22.813000Z,2022-11-28T09:15:00.127000Z,2022-11-28T13:06:52.282000,2022-11-28T09:15:00.782500Z,2858,CKBF49QL,813,"English, Portuguese",29,Female,White,Portugal,United Kingdom,Portugal,Portuguese,No,Full-Time
63846fc3bd968416c7d16689,5641c95d17bdbe00102a0b51,APPROVED,2022-11-28T08:22:31.454000Z,2022-11-28T08:33:46.995000Z,2022-11-28T08:47:53.251000,2022-11-28T08:33:47.691739Z,676,CKBF49QL,865,English,58,Female,White,United States,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63846fd87b906e6298d50876,5f9beda6ca2b0a000aa360e8,APPROVED,2022-11-28T08:22:57.677000Z,2022-11-28T08:41:31.140000Z,2022-11-28T08:47:58.637000,2022-11-28T08:41:32.163148Z,1114,CKBF49QL,572,"English, Turkish",30,Female,White,Turkey,United Kingdom,Turkey,Turkish,Yes,DATA_EXPIRED
63846fe20f14dfc587ca9bd2,6122a2ff7ab38e8c3f7e1588,APPROVED,2022-11-28T08:23:01.033000Z,2022-11-28T08:38:36.276000Z,2022-11-28T08:47:58.762000,2022-11-28T08:38:36.862634Z,936,CKBF49QL,325,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63846ff231ea7a97fc136701,5c345ebad4f77a0001a91ec0,APPROVED,2022-11-28T08:23:20.309000Z,2022-11-28T08:32:45.090000Z,2022-11-28T08:47:48.081000,2022-11-28T08:32:45.639729Z,565,CKBF49QL,1262,English,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63846ffd6fadf609c045e341,586d6b28de1cea0001f7a125,APPROVED,2022-11-28T08:23:30.529000Z,2022-11-28T08:41:36.833000Z,2022-11-28T08:47:38.167000,2022-11-28T08:41:37.308105Z,1087,CKBF49QL,857,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847007d86b30a19d464ec0,5c5a093738e69b0001dd9343,APPROVED,2022-11-28T08:25:59.716000Z,2022-11-28T08:54:02Z,2022-11-28T08:54:24.991000,2022-11-28T08:54:02.657026Z,1683,CKBF49QL,572,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6384700cbd968416c7d16691,54dfac92fdf99b4b6b6595d9,APPROVED,2022-11-28T08:23:54.651000Z,2022-11-28T08:40:41.539000Z,2022-11-28T08:47:48.212000,2022-11-28T08:40:42.101264Z,1007,CKBF49QL,2016,"English, Spanish",51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6384704d4aea14cd2b37a8e3,5eaefbfa63ac4305357dae76,APPROVED,2022-11-28T08:24:50.481000Z,2022-11-28T08:37:12.006000Z,2022-11-28T08:47:58.884000,2022-11-28T08:37:12.662527Z,742,CKBF49QL,446,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638470690116fede3a5a80db,56d56e550b5634000bdc5703,APPROVED,2022-11-28T08:25:13.743000Z,2022-11-28T08:58:02.825000Z,2022-11-28T13:05:11.100000,2022-11-28T08:58:03.387988Z,1970,CKBF49QL,1599,English,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384707c89f50ce16fe21a1a,5c4cdcb14cb4630001ec4955,APPROVED,2022-11-28T08:25:54.320000Z,2022-11-28T08:43:30.896000Z,2022-11-28T08:48:04.345000,2022-11-28T08:43:31.556649Z,1057,CKBF49QL,658,English,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63847080d3f475adff1366eb,60b36a96346dd63678e6cfe6,APPROVED,2022-11-28T08:25:37.648000Z,2022-11-28T08:37:56.159000Z,2022-11-28T08:47:48.569000,2022-11-28T08:37:56.608078Z,739,CKBF49QL,852,"English, German",49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638470bfc8221f151d2183a5,597f4d7dbf453d00010aadb4,APPROVED,2022-11-28T08:27:13.670000Z,2022-11-28T08:55:25.705000Z,2022-11-28T13:06:28.701000,2022-11-28T08:55:26.237644Z,1693,CKBF49QL,595,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638470c4cf1fb55809f12201,5c1fcda0da51990001e15c54,APPROVED,2022-11-28T08:26:53.365000Z,2022-11-28T08:48:46.487000Z,2022-11-28T08:54:45.053000,2022-11-28T08:48:47.075331Z,1314,CKBF49QL,410,English,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638470cd506aa8df520a9e3b,6113baed20301957a13e9752,APPROVED,2022-11-28T08:29:32.696000Z,2022-11-28T08:47:37.314000Z,2022-11-28T08:54:50.071000,2022-11-28T08:47:37.923231Z,1085,CKBF49QL,427,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638470d2b52e0b323b92f469,5d6a49eba8567d001d3af564,APPROVED,2022-11-28T08:27:01.781000Z,2022-11-28T08:47:27.340000Z,2022-11-28T08:54:45.171000,2022-11-28T08:47:27.972344Z,1226,CKBF49QL,1182,English,75,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638470ea74e516bc67ec17b8,5c6bfbfc4cd4200001687ebc,APPROVED,2022-11-28T08:27:26.513000Z,2022-11-28T08:47:15.313000Z,2022-11-28T08:54:50.196000,2022-11-28T08:47:15.805829Z,1189,CKBF49QL,196,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
638470f02406b10959ab115c,5f04d99fac08ac7b22af01be,APPROVED,2022-11-28T08:28:14.006000Z,2022-11-28T08:49:21.765000Z,2022-11-28T08:54:40.038000,2022-11-28T08:49:22.386375Z,1268,CKBF49QL,1063,English,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638470f380637ecb7645e344,59e481a5e75b450001a690f9,APPROVED,2022-11-28T08:27:36.363000Z,2022-11-28T08:40:26.768000Z,2022-11-28T08:48:04.470000,2022-11-28T08:40:27.361436Z,771,CKBF49QL,963,English,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847103f510853ce4b530a2,5ac337b6a3ba7a0001b48ad3,APPROVED,2022-11-28T08:27:52.233000Z,2022-11-28T08:41:39.788000Z,2022-11-28T08:47:23.218000,2022-11-28T08:41:40.520821Z,828,CKBF49QL,707,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6384710d4fc82ba0d22183c9,61f2ab1ea09e72f23cbaf2ef,APPROVED,2022-11-28T08:28:13.752000Z,2022-11-28T08:37:27.817000Z,2022-11-28T08:47:23.344000,2022-11-28T08:37:28.363969Z,555,CKBF49QL,460,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384711477e4ca8bb2311a10,6074005a76a53185a622be26,APPROVED,2022-11-28T08:28:15.226000Z,2022-11-28T08:37:27.382000Z,2022-11-28T08:47:38.292000,2022-11-28T08:37:27.978677Z,553,CKBF49QL,425,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847120be27e7e5330c077d,6381ef78b1a4963aad7e8d52,APPROVED,2022-11-28T08:28:36.993000Z,2022-11-28T08:37:57.106000Z,2022-11-28T08:47:53.381000,2022-11-28T08:37:57.715599Z,561,CMLD633E,1,English,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
63847129dd687932b5b53093,62ecf5e0f62cf8c5712b3433,APPROVED,2022-11-28T08:28:28.489000Z,2022-11-28T08:40:19.897000Z,2022-11-28T08:47:43.099000,2022-11-28T08:40:20.632503Z,712,CKBF49QL,41,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384714709fe279344f1221b,601c6342141cd277e220c083,APPROVED,2022-11-28T08:29:34.294000Z,2022-11-28T08:54:30.715000Z,2022-11-28T13:07:09.304000,2022-11-28T08:54:31.345104Z,1497,CKBF49QL,330,"English, Tagalog-Filipino",34,Female,Asian,Philippines,United Kingdom,Philippines,Tagalog-Filipino,No,Full-Time
6384714ad86b30a19d464ee0,5d8b66f5d189bd001a378273,APPROVED,2022-11-28T08:29:01.454000Z,2022-11-28T08:41:33.427000Z,2022-11-28T08:47:33.279000,2022-11-28T08:41:33.923825Z,752,CKBF49QL,1207,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6384714dd6c69c26ef0cc596,5ecd49233f464e08bf0e4c50,APPROVED,2022-11-28T08:29:04.324000Z,2022-11-28T08:45:24.422000Z,2022-11-28T08:47:38.415000,2022-11-28T08:45:25.151526Z,981,CKBF49QL,1248,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384715dbe27e7e5330c077e,5fc67e7a8afba32fc5da37b6,APPROVED,2022-11-28T08:29:26.143000Z,2022-11-28T08:40:45.429000Z,2022-11-28T08:47:38.539000,2022-11-28T08:40:45.924864Z,680,CKBF49QL,361,English,41,Male,White,South Africa,United Kingdom,United Kingdom,English,No,Full-Time
6384716019d5b8d36dade8b8,5c4080b404f6110001d6fa39,APPROVED,2022-11-28T08:38:39.470000Z,2022-11-28T09:05:59.353000Z,2022-11-28T13:07:21.703000,2022-11-28T09:05:59.923778Z,1640,CKBF49QL,176,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847162054fb8119092f491,5c8b65c3e65fc600177b4a1a,APPROVED,2022-11-28T08:29:22.604000Z,2022-11-28T08:47:15.921000Z,2022-11-28T08:54:46.043000,2022-11-28T08:47:16.480499Z,1074,CKBF49QL,1113,English,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6384716268e218721076bf86,5d4eba3522742f0016835356,APPROVED,2022-11-28T08:29:28.867000Z,2022-11-28T08:41:56.423000Z,2022-11-28T08:47:59.011000,2022-11-28T08:41:57.023846Z,748,CKBF49QL,244,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6384716db6eeaf0cccacc8b2,5e84f8e1bc67630ba60145b4,APPROVED,2022-11-28T08:31:06.504000Z,2022-11-28T08:54:02.948000Z,2022-11-28T08:54:15.062000,2022-11-28T08:54:03.733502Z,1377,CKBF49QL,634,English,67,Male,White,Germany,United Kingdom,United Kingdom,English,No,Full-Time
6384716e4ceac6c9ff1631fc,5a23e0f8391e270001a10195,APPROVED,2022-11-28T08:29:54.868000Z,2022-11-28T08:46:26.065000Z,2022-11-28T08:47:23.461000,2022-11-28T08:46:26.545983Z,992,CKBF49QL,1520,English,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638471764daae03115fa6235,5ea1a4df991e2406971f11af,APPROVED,2022-11-28T08:29:45.489000Z,2022-11-28T08:43:38.078000Z,2022-11-28T08:47:48.694000,2022-11-28T08:43:38.553406Z,833,CKBF49QL,990,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384717a09fe279344f12223,6266b7c4afe8a0ff03ca1f53,APPROVED,2022-11-28T08:29:46.704000Z,2022-11-28T08:44:55.744000Z,2022-11-28T08:47:48.824000,2022-11-28T08:44:56.344805Z,910,CKBF49QL,406,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63847184b52e0b323b92f47a,637f578a230103f965c0d70f,APPROVED,2022-11-28T08:30:01.572000Z,2022-11-28T08:40:31.317000Z,2022-11-28T08:47:38.663000,2022-11-28T08:40:31.811103Z,630,CKBF49QL,7,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638471883bab90d33e01a874,5932ccd3cf0d9600010e91c3,APPROVED,2022-11-28T08:30:00.143000Z,2022-11-28T08:58:46.635000Z,2022-11-28T13:05:44.575000,2022-11-28T08:58:47.349682Z,1727,CKBF49QL,1594,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6384718e3619c087d1464ed6,62e54956b282b314d6fac945,APPROVED,2022-11-28T08:30:06.573000Z,2022-11-28T08:43:01.283000Z,2022-11-28T08:47:28.300000,2022-11-28T08:43:01.990987Z,775,CKBF49QL,179,"English, Romanian",27,Male,White,Romania,United Kingdom,Romania,Romanian,No,Unemployed (and job seeking)
638471b821434fd776ea6445,5b424267e8815c0001777d94,APPROVED,2022-11-28T08:30:53.637000Z,2022-11-28T09:02:11.696000Z,2022-11-28T13:05:44.778000,2022-11-28T09:02:12.961803Z,1879,CKBF49QL,595,English,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638471bb175274050d37a910,5e9c4d6f80400c000ae44d9f,APPROVED,2022-11-28T08:30:56.360000Z,2022-11-28T08:46:35.413000Z,2022-11-28T08:48:04.605000,2022-11-28T08:46:35.957706Z,940,CKBF49QL,630,English,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638471e57d4b95f359158fdb,5d599edd98cf220016ec562e,APPROVED,2022-11-28T08:31:39.728000Z,2022-11-28T09:10:17.114000Z,2022-11-28T13:05:21.213000,2022-11-28T09:10:17.672999Z,2318,CKBF49QL,709,English,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638471f9d35bf38b5115900a,5ea9a45308251a0bef40b8c3,APPROVED,2022-11-28T08:32:26.041000Z,2022-11-28T08:53:19.780000Z,2022-11-28T08:54:46.176000,2022-11-28T08:53:20.297832Z,1254,CKBF49QL,637,English,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
638472038c22e827e3136718,634da2dde58cbae66ab53008,APPROVED,2022-11-28T08:32:07.707000Z,2022-11-28T08:41:48.739000Z,2022-11-28T08:47:23.982000,2022-11-28T08:41:49.304522Z,582,CKBF49QL,65,"English, Portuguese",47,Male,Mixed,Portugal,United Kingdom,Portugal,Portuguese,No,Full-Time
6384721730ed6783f15d94ae,56a8a39f7f2472000c9382f6,APPROVED,2022-11-28T08:32:27.864000Z,2022-11-28T08:48:42.183000Z,2022-11-28T08:54:46.296000,2022-11-28T08:48:43.000165Z,975,CKBF49QL,829,English,75,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6384721799e1ada62d9de0f3,5d52e96c9403410001e84137,APPROVED,2022-11-28T08:32:32.599000Z,2022-11-28T08:46:48.719000Z,2022-11-28T08:47:38.788000,2022-11-28T08:46:49.250269Z,857,CKBF49QL,621,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384721a175274050d37a919,5ea0c2ecb8640c0c0b56bc46,APPROVED,2022-11-28T08:32:26.330000Z,2022-11-28T08:44:46.918000Z,2022-11-28T08:48:05.526000,2022-11-28T08:44:47.432409Z,741,CKBF49QL,835,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6384722030ed6783f15d94af,5f21c3f496c01314340fc6a7,APPROVED,2022-11-28T08:32:36.494000Z,2022-11-28T08:44:26.996000Z,2022-11-28T08:47:59.135000,2022-11-28T08:44:27.468245Z,711,CKBF49QL,98,"English, Polish",28,Female,White,Poland,United Kingdom,Poland,Polish,Yes,Unemployed (and job seeking)
63847222e26a82a83001a844,5bbf341d70f5990001b1d959,APPROVED,2022-11-28T08:37:17.623000Z,2022-11-28T08:57:41.726000Z,2022-11-28T13:06:39.693000,2022-11-28T08:57:42.238841Z,1225,CKBF49QL,763,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6384722b4873112ba42183ef,60d6e4277e58667c5ce46f7f,APPROVED,2022-11-28T08:33:14.152000Z,2022-11-28T09:01:35.899000Z,2022-11-28T13:05:21.364000,2022-11-28T09:01:36.411699Z,1702,CKBF49QL,650,English,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63847237a1e7fba5000c07d4,5c0cb29e1b80df00017843d2,APPROVED,2022-11-28T08:32:59.811000Z,2022-11-28T08:54:22.260000Z,2022-11-28T13:07:09.459000,2022-11-28T08:54:22.817541Z,1283,CKBF49QL,225,"English, Hindi",30,Female,Asian,India,United Kingdom,India,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6384723827322b8909ca9c33,63484e978512958f261935e2,APPROVED,2022-11-28T08:33:00.670000Z,2022-11-28T08:41:40.533000Z,2022-11-28T08:47:38.912000,2022-11-28T08:41:41.060517Z,520,CKBF49QL,39,English,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6384723af4650d7aa70a9e40,5a74c608527fd00001462f87,APPROVED,2022-11-28T08:33:29.449000Z,2022-11-28T08:56:18.153000Z,2022-11-28T13:05:44.960000,2022-11-28T08:56:18.632548Z,1369,CKBF49QL,1190,English,81,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6384723f30ed6783f15d94b2,60de3c34940c209d729e32b8,APPROVED,2022-11-28T08:33:04.932000Z,2022-11-28T08:53:58.966000Z,2022-11-28T08:54:40.161000,2022-11-28T08:53:59.478001Z,1255,CKBF49QL,853,English,52,Male,White,Australia,United Kingdom,United Kingdom,English,No,Full-Time
6384725aff407721bef1220f,607f179ab5b13c7618778498,APPROVED,2022-11-28T08:33:39.634000Z,2022-11-28T08:49:28.552000Z,2022-11-28T08:54:19.968000,2022-11-28T08:49:29.121778Z,949,CKBF49QL,581,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384725cf510853ce4b530c9,5d6fd7cf855c8c0018fbaa30,APPROVED,2022-11-28T08:33:32.639000Z,2022-11-28T08:41:42.411000Z,2022-11-28T08:47:48.951000,2022-11-28T08:41:43.041963Z,490,CKBF49QL,1077,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384725f3bab90d33e01a893,60d4497712b0332d4ccb9c48,APPROVED,2022-11-28T08:33:41.669000Z,2022-11-28T08:47:02.073000Z,2022-11-28T08:47:53.504000,2022-11-28T08:47:02.613912Z,801,CKBF49QL,917,English,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638472603bab90d33e01a894,567ed8824f0ef30006dbb844,APPROVED,2022-11-28T08:33:39.997000Z,2022-11-28T08:56:03.904000Z,2022-11-28T13:06:39.833000,2022-11-28T08:56:04.422720Z,1344,CKBF49QL,1442,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847261f510853ce4b530ca,5b1d8c8988ee7400012b2730,APPROVED,2022-11-28T08:33:41.048000Z,2022-11-28T08:53:38.089000Z,2022-11-28T08:54:50.321000,2022-11-28T08:53:38.657229Z,1198,CKBF49QL,603,English,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63847267b0bb23a98076bf87,56b8ad1be1d0a2000c154093,APPROVED,2022-11-28T08:33:48.969000Z,2022-11-28T08:52:53.983000Z,2022-11-28T08:54:46.431000,2022-11-28T08:52:54.619643Z,1146,CKBF49QL,1986,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6384727809fe279344f1223b,59501095c58c85000101dc57,APPROVED,2022-11-28T08:34:00.201000Z,2022-11-28T08:48:04.799000Z,2022-11-28T08:54:46.557000,2022-11-28T08:48:05.589626Z,845,CKBF49QL,1542,English,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63847278120067b238ca9c03,6381d962851cf5727b98a073,APPROVED,2022-11-28T08:38:38.053000Z,2022-11-28T09:43:46.630000Z,2022-11-28T13:07:32.716000,2022-11-28T09:43:47.186157Z,3909,CKBF49QL,10,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847283d8b8c33fd876bf83,60a6e4db0fb2c1d91fc00724,APPROVED,2022-11-28T08:34:14.059000Z,2022-11-28T09:01:54.209000Z,2022-11-28T13:06:52.483000,2022-11-28T09:01:54.809671Z,1661,CKBF49QL,330,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6384728fb93a30b3c301a84f,5c18c248acd3f30001459833,APPROVED,2022-11-28T08:34:28.904000Z,2022-11-28T08:44:41.997000Z,2022-11-28T08:47:59.255000,2022-11-28T08:44:42.571432Z,614,CKBF49QL,751,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63847295506aa8df520a9e71,59a58d06814c2600018ccadc,APPROVED,2022-11-28T08:34:36.131000Z,2022-11-28T08:55:53.826000Z,2022-11-28T13:06:51.063000,2022-11-28T08:55:54.366685Z,1278,CKBF49QL,247,English,33,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63847299347ddf6c280c07a9,5d038adefda4bb00013f8afb,APPROVED,2022-11-28T08:35:48.529000Z,2022-11-28T08:49:06.416000Z,2022-11-28T08:54:40.281000,2022-11-28T08:49:07.068391Z,798,CKBF49QL,1626,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
638472a94545b007102f0396,637f7c9a658dbd7bcdd9e1ad,APPROVED,2022-11-28T08:34:57.170000Z,2022-11-28T09:01:19.143000Z,2022-11-28T13:05:21.506000,2022-11-28T09:01:19.632420Z,1582,CKBF49QL,9,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
