StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,prolific_id,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,Consequences,Consequences_3_TEXT,PROLIFIC_PID,counter,STUDY_ID,SESSION_ID
2023-06-20 10:50:49,2023-06-20 11:02:30,IP Address,172.56.52.15,100,701,True,2023-06-20 11:02:32,R_26nxZwl5SNApKlK,,,,,29.7738,-95.406,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6323781f75962af097c34b5e,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I want to make as much money as possible,9,70,75,5,9,1,0,0,1,71,8,Yes,,6323781f75962af097c34b5e,6,6491644621d8d61e0314963f,649176765d7c759c8f0d8306
2023-06-20 10:55:49,2023-06-20 11:02:39,IP Address,38.34.109.97,100,409,True,2023-06-20 11:02:39,R_3RpZDvFYyqUsgVb,,,,,38.894,-77.0365,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,633eb584ec1a3cf0efdc2563,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I didn't see any reason to give up my own money.,0,14,1,14,7,1,1,1,100,79,1,Yes,,633eb584ec1a3cf0efdc2563,6,6491644621d8d61e03149626,649177a1474e8421dfb0fc26
2023-06-20 10:51:40,2023-06-20 11:02:46,IP Address,74.138.137.43,100,665,True,2023-06-20 11:02:47,R_1qU5PbFguAunKkF,,,,,38.2507,-85.7472,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62ed458d61ebd1930833e95a,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,making my bonus as high as possible,32,71,85,54,22,21,1,7,31,49,32,No,,62ed458d61ebd1930833e95a,6,6491644621d8d61e03149625,649176a1ade7bed7585ea866
2023-06-20 10:47:55,2023-06-20 11:03:51,IP Address,45.23.116.157,100,956,True,2023-06-20 11:03:56,R_20MqdX1nUKdMzL4,,,,,42.3255,-83.0415,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5f6c954679e95605af7b3e8a,"I would have £0.70, Player 2 would have £0.00","I would have £0.50, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"My main motivation was getting the best bonus results and maintaining the highest bonus possible ",37,30,77,68,86,35,0,45,28,51,63,No,,5f6c954679e95605af7b3e8a,6,6491644621d8d61e0314962e,649175c2163b9ab54c455c7e
2023-06-20 10:51:49,2023-06-20 11:06:18,IP Address,98.182.69.91,100,868,True,2023-06-20 11:06:19,R_pPP6pNlIij2Kje1,,,,,41.874,-71.3844,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63d7aa4a4f19508a5401cc2a,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"Not to reduce my bonus, or take away any bonus.",0,0,100,100,0,0,0,0,100,63,0,Yes,,63d7aa4a4f19508a5401cc2a,6,6491644621d8d61e03149627,64917688e3350c1ab29f4afd
2023-06-20 10:50:17,2023-06-20 11:06:31,IP Address,174.100.1.33,100,974,True,2023-06-20 11:06:31,R_1CfKRt598BMFrzo,,,,,42.0753,-80.0671,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,614f6bad672ef7cf5ecfd965,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Kept bonus at max.,1,100,100,0,0,0,0,0,0,0,0,No,,614f6bad672ef7cf5ecfd965,6,6491644621d8d61e03149625,64917653b5ffcae2998051e4
2023-06-20 10:55:45,2023-06-20 11:08:08,IP Address,73.204.104.82,100,743,True,2023-06-20 11:08:09,R_5uW76YWzluw07e1,,,,,27.5892,-80.4005,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5e07d174da6bad1342bafab2,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,Making things even and not taking more than necessary.,81,13,67,100,94,50,0,2,3,10,85,No,,5e07d174da6bad1342bafab2,6,6491644621d8d61e0314962b,64917798ed81f69f1fb00b4f
2023-06-20 10:57:26,2023-06-20 11:08:44,IP Address,73.41.212.11,100,677,True,2023-06-20 11:08:45,R_26bTSgNiYiVc8MN,,,,,38.768,-121.3349,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5b07b71c68eff50001d1c859,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"i wanted t be fair to. If they take something of mine, i will take something of theirs",69,57,44,91,78,60,17,13,25,21,16,Yes,,5b07b71c68eff50001d1c859,6,6491644621d8d61e0314964e,6491780208387c38490fd3bb
2023-06-20 10:55:36,2023-06-20 11:10:13,IP Address,98.60.36.220,100,877,True,2023-06-20 11:10:14,R_1LBETN0f3nb1m4B,,,,,35.0813,-106.6387,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60e5868307d715a4d1445116,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.70, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.70, Player 2 would have £0.40","I would have £0.50, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Small amounts of money are not that important.,0,43,2,1,0,2,62,2,95,0,3,No,,60e5868307d715a4d1445116,6,6491644621d8d61e03149624,6491779075837cbaab3bd2c2
2023-06-20 10:53:30,2023-06-20 11:10:19,IP Address,74.89.138.176,100,1009,True,2023-06-20 11:10:20,R_10T5qxWr8FUybNM,,,,,41.3033,-73.7829,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,633fadee5fc02d5c5e7c8eec,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Calculating with the information given to me.,54,40,46,47,49,50,49,49,50,48,49,Yes,,633fadee5fc02d5c5e7c8eec,6,6491644621d8d61e03149626,6491770a1909c29c9847780d
2023-06-20 11:00:10,2023-06-20 11:10:47,IP Address,8.30.189.40,100,637,True,2023-06-20 11:10:48,R_2OJzxSeeGhpnwme,,,,,31.9883,-110.2941,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6010a2f1d3a08f41a6c21992,"I would have £0.70, Player 2 would have £0.00","I would have £0.70, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.50, Player 2 would have £0.40","I would have £0.70, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Always I try to do my work very honestly here also same way I did this this task and my motivation also based on honesty,1,100,100,79,100,0,0,0,99,0,0,No,,6010a2f1d3a08f41a6c21992,6,6491644621d8d61e03149627,649178990aed4693557d0aa2
2023-06-20 10:59:15,2023-06-20 11:10:50,IP Address,75.183.42.255,100,694,True,2023-06-20 11:10:51,R_1JDYH8nm8im2qFU,,,,,36.143,-80.3073,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5c46353e11509900018e24b4,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,Being somewhat fair,84,18,99,49,45,75,0,0,29,35,47,Yes,,5c46353e11509900018e24b4,6,6491644621d8d61e0314962d,64917857001ac4a69318aad7
2023-06-20 11:01:02,2023-06-20 11:11:57,IP Address,71.197.212.175,100,655,True,2023-06-20 11:11:58,R_31arC0V8Qoj4Obc,,,,,47.8022,-122.286,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62962c18b210880e85c1fc8e,"I would have £0.50, Player 2 would have £0.00","I would have £0.40, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"I didnt really have a motivation to reduce the other players bonus as I wouldnt necessairly benefit but rather they would suffer. ",77,16,14,52,44,19,52,7,89,2,75,Yes,,62962c18b210880e85c1fc8e,6,6491644621d8d61e03149626,649178d418988e48c95b13c9
2023-06-20 11:01:47,2023-06-20 11:12:10,IP Address,169.239.205.199,100,623,True,2023-06-20 11:12:12,R_30e3j5wz34E1NBE,,,,,37.751,-97.822,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,646efcd52a6f26dbebf4d3a4,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I had no motivation,26,17,48,72,24,37,6,38,29,24,26,Yes,,646efcd52a6f26dbebf4d3a4,6,6491644621d8d61e03149628,6491786b036184aac3b546ee
2023-06-20 10:33:00,2023-06-20 11:12:38,IP Address,73.208.168.60,100,2377,True,2023-06-20 11:12:39,R_3HCg6nHQ4iq3nQV,,,,,41.8482,-87.6521,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60ffa146784103f75aadb045,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.80, Player 2 would have £0.20","I would have £0.50, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.40",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.80, Player 2 would have £0.40","I would have £0.70, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00","I would have £1.30, Player 1 would have £0.50, Player 2 would have £0.60",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,By motivation was made by the decision of each players in the game.,47,0,13,68,82,57,0,0,51,48,10,No,,60ffa146784103f75aadb045,6,6491644621d8d61e03149626,649172352a65416f49e7ab25
2023-06-20 10:56:48,2023-06-20 11:13:01,IP Address,76.182.23.198,100,972,True,2023-06-20 11:13:02,R_1PY4w6OZyizwFAg,,,,,35.5831,-78.7881,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58595b56a3149800011e156e,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"I never remove bonuses in games like this. It is spiteful and petty. If they are spiteful and petty, then it's bad Karma for them, but I will not sink so low",1,26,72,88,53,44,0,1,100,12,2,Yes,,58595b56a3149800011e156e,6,6491644621d8d61e03149629,649177d6a8a212a17a8b984f
