Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
649aad7942b31f00e2697433,609a5974625e18ab158c9a3e,APPROVED,2023-06-27T09:35:53.060000Z,2023-06-27T09:43:12.815000Z,2023-06-28T14:10:24.257000,2023-06-27T09:43:13.330795Z,440,C648PKXQ,4720,62,Male,White,United States,United States,United States,English,No,Full-Time
649aad794ff523c20032f61a,64030a235d97fa8a27962647,APPROVED,2023-06-27T09:35:59.805000Z,2023-06-27T09:49:15.990000Z,2023-06-28T14:10:24.423000,2023-06-27T09:49:16.540394Z,797,C648PKXQ,685,34,Male,Black,Nigeria,United States,Nigeria,English,No,Full-Time
649aad7efd0b61f070f4acb9,6463fcb8ea79758c9135a7f6,APPROVED,2023-06-27T09:36:06.025000Z,2023-06-27T10:00:24.709000Z,2023-06-28T14:10:24.594000,2023-06-27T10:00:25.181382Z,1459,C648PKXQ,202,54,Male,Black,Nigeria,United States,Nigeria,English,No,Part-Time
649aad8bdec1a4e9071f3ac5,5db0e17518230d00170d4332,APPROVED,2023-06-27T09:36:18.384000Z,2023-06-27T09:43:43.657000Z,2023-06-28T14:10:24.826000,2023-06-27T09:43:44.349077Z,446,C648PKXQ,2659,48,Male,White,United States,United States,United Kingdom,English,No,Full-Time
649aad8ca5c3f8461335cb73,63db74b49b4a80525a557a61,APPROVED,2023-06-27T09:36:26.966000Z,2023-06-27T09:50:34.994000Z,2023-06-28T14:10:24.990000,2023-06-27T09:50:35.488656Z,849,C648PKXQ,758,22,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
649aad9adec1a4e9071f3ac9,63f78ac7f848808e761fbb0f,APPROVED,2023-06-27T09:36:33.079000Z,2023-06-27T09:45:48.061000Z,2023-06-28T14:10:25.136000,2023-06-27T09:45:50.054493Z,555,C648PKXQ,730,32,Male,Black,Nigeria,United States,Nigeria,English,No,Full-Time
649aadaae397077028c55daf,648a18701640913de29ef479,APPROVED,2023-06-27T09:36:57Z,2023-06-27T09:50:01.192000Z,2023-06-28T14:10:25.269000,2023-06-27T09:50:01.729061Z,785,C648PKXQ,73,66,Male,Black,Nigeria,United States,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
649aadada4224607a8eaf24d,640266a614e4080b6cf0deac,APPROVED,2023-06-27T09:36:55.309000Z,2023-06-27T09:48:36.862000Z,2023-06-28T14:10:25.405000,2023-06-27T09:48:37.428507Z,702,C648PKXQ,333,26,Male,Black,Nigeria,United States,DATA_EXPIRED,English,Yes,Part-Time
649aadb6a7c7ee2bf932f5df,641724c665e2974bb1dec659,APPROVED,2023-06-27T09:43:31.901000Z,2023-06-27T09:51:45.264000Z,2023-06-28T14:10:25.598000,2023-06-27T09:51:45.877267Z,494,C648PKXQ,1004,36,Male,White,United States,United States,United States,English,No,Full-Time
649aadbd95b2bea62e950132,638476f72ab8021be345e3ac,APPROVED,2023-06-27T09:37:01.095000Z,2023-06-27T09:44:35.194000Z,2023-06-28T14:10:25.820000,2023-06-27T09:44:35.660032Z,455,C648PKXQ,1389,68,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649aadbe0b841cf6ab1f5a12,6291861f8937c6bd60637cf8,APPROVED,2023-06-27T09:37:07.641000Z,2023-06-27T09:48:44.236000Z,2023-06-28T14:10:25.998000,2023-06-27T09:48:44.734220Z,697,C648PKXQ,1428,36,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649aadc37891e465ef18ae06,5f5452df72345118f58d187b,APPROVED,2023-06-27T09:37:12.396000Z,2023-06-27T09:43:12.693000Z,2023-06-28T14:10:26.211000,2023-06-27T09:43:13.128966Z,361,C648PKXQ,4536,59,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649aadcf988cb06ed51f3ab8,5b1505b69663ee0001463400,APPROVED,2023-06-27T09:37:23.656000Z,2023-06-27T09:45:59.972000Z,2023-06-28T14:10:26.354000,2023-06-27T09:46:02.408517Z,517,C648PKXQ,2767,36,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
649aadd0b530238c69f28d0a,6273173c798a3e4be8c46e30,APPROVED,2023-06-27T09:37:23.395000Z,2023-06-27T09:44:57.075000Z,2023-06-28T14:10:26.491000,2023-06-27T09:44:57.491071Z,454,C648PKXQ,638,46,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649aadd1da277ce4d3a4ee95,5dd4074feab0423daf012f92,APPROVED,2023-06-27T09:39:18.676000Z,2023-06-27T09:43:57.104000Z,2023-06-28T14:10:26.642000,2023-06-27T09:43:57.541871Z,279,C648PKXQ,2403,25,Female,White,United States,United States,United States,English,No,Part-Time
649aadd66e56defd24b0c81a,60bc8860d04f4ac80d319a5c,APPROVED,2023-06-27T09:37:31.046000Z,2023-06-27T09:48:00.443000Z,2023-06-28T14:10:26.780000,2023-06-27T09:48:01.487490Z,630,C648PKXQ,3844,73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649aadd75355bed64b798907,63d7f67f398e16e63a1fb6cf,APPROVED,2023-06-27T09:37:27.170000Z,2023-06-27T10:11:50.966000Z,2023-06-28T14:10:26.932000,2023-06-27T10:11:51.461194Z,2064,C648PKXQ,746,26,Female,White,United States,United States,United States,English,Yes,Full-Time
649aaddaf03e3a70fb697419,5f4c4b277200c9868db9d43f,APPROVED,2023-06-27T09:37:30.216000Z,2023-06-27T09:51:07.951000Z,2023-06-28T14:10:27.112000,2023-06-27T09:51:09.396597Z,818,C648PKXQ,4795,30,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649aade0fd0b61f070f4acdc,6488a8c0293d8549cabccc99,APPROVED,2023-06-27T09:37:45.810000Z,2023-06-27T09:44:37.955000Z,2023-06-28T14:10:27.264000,2023-06-27T09:44:38.768946Z,413,C648PKXQ,100,60,Male,White,United States,United States,United States,English,No,Full-Time
649aade18fec587377465cf9,5e00fbbf5777b5cea2d27c6a,APPROVED,2023-06-27T09:37:57.702000Z,2023-06-27T09:45:47.466000Z,2023-06-28T14:10:27.412000,2023-06-27T09:45:52.962239Z,470,C648PKXQ,2735,27,Male,Asian,Korea,United States,Korea,Korean,No,Full-Time
649aadee1fb34b9279a10928,6151f8d17451289b4a59a6a8,APPROVED,2023-06-27T09:37:56.255000Z,2023-06-27T09:55:32.795000Z,2023-06-28T14:10:27.600000,2023-06-27T09:55:33.335903Z,1057,C648PKXQ,2715,82,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649aae02f7100c401e4592f6,64812265e9739eed0d51977f,APPROVED,2023-06-27T09:43:33.657000Z,2023-06-27T10:06:52.019000Z,2023-06-28T14:10:27.776000,2023-06-27T10:06:52.512846Z,1399,C648PKXQ,164,68,Female,White,United States,United States,United States,English,Yes,Full-Time
649aae074f2281808316aa66,5f80bc44efa2c013099af460,APPROVED,2023-06-27T09:38:19.215000Z,2023-06-27T09:42:39.993000Z,2023-06-28T14:10:27.917000,2023-06-27T09:42:40.520561Z,261,C648PKXQ,4972,33,Male,White,United States,United States,United States,English,Yes,Full-Time
649aae13f03e3a70fb697426,64185be3db3c4e0ea462d5e5,APPROVED,2023-06-27T09:38:29.963000Z,2023-06-27T09:54:40.273000Z,2023-06-28T14:10:28.054000,2023-06-27T09:54:40.874323Z,971,C648PKXQ,602,18,Male,White,United States,United States,Ireland,English,Yes,Unemployed (and job seeking)
649aae1ddec1a4e9071f3af5,647583bdd6563fdc65e77f15,APPROVED,2023-06-27T09:40:19.962000Z,2023-06-27T10:01:52.816000Z,2023-06-28T14:10:28.196000,2023-06-27T10:01:53.319891Z,1293,C648PKXQ,127,51,Male,White,United States,United States,United States,English,No,Full-Time
649aae2e9b83713379726acb,644923d4990afd1b6ded4213,APPROVED,2023-06-27T09:44:03.617000Z,2023-06-27T09:54:22.914000Z,2023-06-28T14:10:28.347000,2023-06-27T09:54:23.364010Z,620,C648PKXQ,307,62,Male,Black,Nigeria,United States,Nigeria,English,No,DATA_EXPIRED
649aae4a4f2281808316aa74,647b906892173516daadcced,APPROVED,2023-06-27T09:39:29.276000Z,2023-06-27T10:10:55.166000Z,2023-06-28T14:10:28.516000,2023-06-27T10:11:00.861425Z,1886,C648PKXQ,114,29,Male,Black,Nigeria,United States,Nigeria,English,DATA_EXPIRED,Full-Time
649aae4e807d2cb8efde3d88,55b9a9b0fdf99b6906d2aba4,APPROVED,2023-06-27T09:39:29.828000Z,2023-06-27T09:48:04.881000Z,2023-06-28T14:10:28.676000,2023-06-27T09:48:05.400227Z,516,C648PKXQ,6471,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649aae53d308c87d7e2fd0ed,614f6bad672ef7cf5ecfd965,APPROVED,2023-06-27T09:39:31.305000Z,2023-06-27T09:49:09.823000Z,2023-06-28T14:10:28.819000,2023-06-27T09:49:10.265534Z,579,C648PKXQ,4330,65,Male,White,United States,United States,United States,English,No,Full-Time
649aae62eaae0c8fdf6d5f74,646ba35d130e15db275a6546,APPROVED,2023-06-27T09:39:53.349000Z,2023-06-27T10:15:20.414000Z,2023-06-28T14:10:29.005000,2023-06-27T10:15:21.383605Z,2128,C648PKXQ,153,66,Male,Black,Nigeria,United States,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
649aae67af959cffab456c04,5d612ae16512d700159face7,APPROVED,2023-06-27T09:39:51.620000Z,2023-06-27T09:56:06.122000Z,2023-06-28T14:10:29.172000,2023-06-27T09:56:06.555745Z,975,C648PKXQ,5533,39,Female,White,United States,United States,United States,English,No,Full-Time
649aae8352899726bb726abe,6428bb071800462494d7da09,APPROVED,2023-06-27T09:40:56.837000Z,2023-06-27T09:56:02.642000Z,2023-06-28T14:10:29.340000,2023-06-27T09:56:03.142630Z,906,C648PKXQ,452,59,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
649aae86800084c85d9aa39f,64366dc982dc0f4fca599353,APPROVED,2023-06-27T09:40:32.061000Z,2023-06-27T10:21:35.259000Z,2023-06-28T14:10:29.477000,2023-06-27T10:21:37.347281Z,2464,C648PKXQC648PKXQ,250,54,Male,Black,Nigeria,United States,Nigeria,English,No,Part-Time
649aae89c3dab62f329e1fdf,5f636ecb4ea0bf03d640028f,APPROVED,2023-06-27T09:40:33.644000Z,2023-06-27T09:49:35.071000Z,2023-06-28T14:10:29.611000,2023-06-27T09:49:35.507422Z,542,C648PKXQ,3708,41,Female,Black,United States,United States,United States,English,No,Full-Time
649aae9f948119853fbe73ed,62e7357284e65421d8f8b10f,APPROVED,2023-06-27T09:40:57.752000Z,2023-06-27T09:47:46.968000Z,2023-06-28T14:10:29.753000,2023-06-27T09:47:47.830626Z,410,C648PKXQ,1479,65,Male,White,Netherlands,United States,Netherlands,Dutch,No,Full-Time
649aaea527fbe2bef7f39029,644ad555d5ab6e41391987ef,APPROVED,2023-06-27T09:41:03.130000Z,2023-06-27T10:03:05.570000Z,2023-06-28T14:10:29.905000,2023-06-27T10:03:07.301102Z,1323,C648PKXQ,61,54,Male,Black,Nigeria,United States,Nigeria,English,No,Part-Time
649aaeb28fe6ba03bf056199,5edd7f96ca05b8a8b4eebeb4,APPROVED,2023-06-27T09:41:11.318000Z,2023-06-27T09:53:56.317000Z,2023-06-28T14:10:30.039000,2023-06-27T09:53:56.795047Z,765,C648PKXQ,1557,40,Male,White,United States,United States,United States,English,No,Full-Time
649aaec7abb44d63daa4ee9a,5cbe04b4f429ff00159de30e,APPROVED,2023-06-27T09:41:31.493000Z,2023-06-27T09:51:34.075000Z,2023-06-28T14:10:30.195000,2023-06-27T09:51:34.504084Z,603,C648PKXQ,5469,37,Female,Black,Zimbabwe,United States,United States,English,No,Full-Time
649aaed28fe6ba03bf0561a4,6450ee577358c55508e77ff3,APPROVED,2023-06-27T09:42:34.741000Z,2023-06-27T10:01:59.085000Z,2023-06-28T14:10:30.362000,2023-06-27T10:01:59.811377Z,1165,C648PKXQ,228,63,Female,Black,Nigeria,United States,Nigeria,English,No,Full-Time
649aaeed9867601ea4184274,63d520bc8833c489caf0023a,APPROVED,2023-06-27T09:42:08.229000Z,2023-06-27T10:18:09.810000Z,2023-06-28T14:10:30.505000,2023-06-27T10:18:10.238574Z,2162,C648PKXQ,879,33,Male,Other,United States,United States,Puerto Rico,English,No,Full-Time
649aaf32c3dab62f329e201f,5ca3ccae7958d0001689df68,APPROVED,2023-06-27T09:43:22.147000Z,2023-06-27T09:50:49.179000Z,2023-06-28T14:10:30.978000,2023-06-27T09:50:49.629189Z,448,C648PKXQ,1180,35,Female,Mixed,United States,United States,United States,English,No,Other
649aaf3a5b2bb84ac8ade94f,615ddab1e4f013092538b6c5,APPROVED,2023-06-27T09:43:38.755000Z,2023-06-27T09:56:09.401000Z,2023-06-28T14:10:31.142000,2023-06-27T09:56:10.020324Z,751,C648PKXQ,4434,59,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649aaf42bd7fea67bb69745f,642cf63e7ce91bf42e9a1f32,APPROVED,2023-06-27T09:43:39.318000Z,2023-06-27T09:58:35.088000Z,2023-06-28T14:10:31.300000,2023-06-27T09:58:35.586784Z,896,C648PKXQ,639,63,Male,Black,United States,United States,United States,English,Yes,Full-Time
649aaf462d5a1ce8ad46af10,63f22bf86108a5e85f89aa0b,APPROVED,2023-06-27T09:43:56.409000Z,2023-06-27T09:52:43.982000Z,2023-06-28T14:10:31.436000,2023-06-27T09:52:44.483029Z,528,C648PKXQ,1006,62,Female,White,United States,United States,United States,English,Yes,Full-Time
649aaf48aede4c757c91d0c5,6441d42e05b74d7008d4b3ca,APPROVED,2023-06-27T09:43:45.842000Z,2023-06-27T09:58:36.174000Z,2023-06-28T14:10:31.579000,2023-06-27T09:58:36.680385Z,891,C648PKXQ,418,58,Male,Black,United States,United States,United States,English,Yes,Full-Time
649aaf4f2d5a1ce8ad46af14,64453adf29469d75200aa2ec,APPROVED,2023-06-27T09:44:01.388000Z,2023-06-27T10:02:57.281000Z,2023-06-28T14:10:31.724000,2023-06-27T10:02:57.773046Z,1136,C648PKXQ,136,53,Male,Black,Nigeria,United States,Nigeria,English,No,Part-Time
649aaf7cad1c66e2e635cb2b,62fb84322433c8d7e890a145,APPROVED,2023-06-27T09:44:33.153000Z,2023-06-27T09:50:55.634000Z,2023-06-28T14:10:31.879000,2023-06-27T09:50:56.140174Z,383,C648PKXQ,2081,22,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649aafcbdd60e04935eaf24d,5c395df5f5ebd50001850900,APPROVED,2023-06-27T09:46:27.377000Z,2023-06-27T09:52:34.298000Z,2023-06-28T14:10:32.025000,2023-06-27T09:52:34.722262Z,367,C648PKXQ,4703,28,Male,Asian,United States,United States,United States,Chinese,Yes,Part-Time
649aafdb901d29447da4eeaf,63c06106314da889290931cd,APPROVED,2023-06-27T09:46:14.008000Z,2023-06-27T10:01:01.510000Z,2023-06-28T14:10:32.221000,2023-06-27T10:01:01.996095Z,888,C648PKXQ,599,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649aaff787bd7a7d5e90ccbf,644e80f65a5c0e0d2f9a433b,APPROVED,2023-06-27T09:50:13.451000Z,2023-06-27T10:08:14.600000Z,2023-06-28T14:10:32.392000,2023-06-27T10:08:15.233569Z,1082,C648PKXQ,206,66,Male,Black,Nigeria,United States,Nigeria,English,No,DATA_EXPIRED
649ab00c67d7745464726af9,64527892acde0fbd392a41d6,APPROVED,2023-06-27T09:46:59.110000Z,2023-06-27T09:58:22.055000Z,2023-06-28T14:10:32.548000,2023-06-27T09:58:22.600315Z,683,C648PKXQ,527,65,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649ab032dd45f734581ae0b6,62ed458d61ebd1930833e95a,APPROVED,2023-06-27T09:47:37.792000Z,2023-06-27T09:55:07.007000Z,2023-06-28T14:10:32.685000,2023-06-27T09:55:07.748399Z,450,C648PKXQ,2206,59,Male,White,United States,United States,United States,English,No,Part-Time
649ab04d508f5079c57a03c4,56c8915edfea6c000cb29c98,APPROVED,2023-06-27T09:48:15.509000Z,2023-06-27T10:04:35.124000Z,2023-06-28T14:10:32.839000,2023-06-27T10:04:35.674113Z,980,C648PKXQ,4703,42,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649ab04e8b590c36110de442,63d7aa4a4f19508a5401cc2a,APPROVED,2023-06-27T09:48:02.709000Z,2023-06-27T09:58:25.850000Z,2023-06-28T14:10:32.988000,2023-06-27T09:58:26.352974Z,624,C648PKXQ,389,23,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649ab0a9e683b8d89ff28d1a,57bf2f693aa21900017f7ae6,APPROVED,2023-06-27T09:50:10.717000Z,2023-06-27T09:56:18.716000Z,2023-06-28T14:10:33.134000,2023-06-27T09:56:19.151895Z,368,C648PKXQ,1439,39,Male,White,United States,United States,United States,English,No,Full-Time
649ab0dacaad5f1849465d00,63f77db037de29d7fd62b0a9,APPROVED,2023-06-27T09:50:23.646000Z,2023-06-27T10:04:43.250000Z,2023-06-28T14:10:33.280000,2023-06-27T10:04:43.743311Z,860,C648PKXQ,835,42,Male,Black,United Kingdom,United States,United States,English,No,Full-Time
649ab1035d0704a2b0a10956,5eb29a3db97d6b0008d24a1a,APPROVED,2023-06-27T09:51:28.751000Z,2023-06-27T09:55:32.827000Z,2023-06-28T14:10:33.463000,2023-06-27T09:55:33.694317Z,245,C648PKXQ,4393,46,Male,White,United States,United States,United States,English,No,Full-Time
649ab10c359b9c2fc191d09d,60ffa146784103f75aadb045,APPROVED,2023-06-27T09:51:26.095000Z,2023-06-27T10:07:25.443000Z,2023-06-28T14:10:33.600000,2023-06-27T10:07:25.940173Z,960,C648PKXQ,1012,35,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649ab110477b98ad3446aec4,558ffe16fdf99b3f7aada34d,APPROVED,2023-06-27T09:51:19.362000Z,2023-06-27T09:58:35.913000Z,2023-06-28T14:10:33.750000,2023-06-27T09:58:36.369509Z,437,C648PKXQ,3807,36,Female,White,United States,United States,United States,English,No,Full-Time
649ab13f62869857a4b0c813,616f315b5e74ca5b9a1d2ca7,APPROVED,2023-06-27T09:52:16.099000Z,2023-06-27T10:01:28.960000Z,2023-06-28T14:10:33.937000,2023-06-27T10:01:31.547249Z,553,C648PKXQ,3256,57,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649ab1538b590c36110de481,6475d02dd3c77e5a73e63ad7,APPROVED,2023-06-27T09:52:46.507000Z,2023-06-27T10:19:23.025000Z,2023-06-28T14:10:34.106000,2023-06-27T10:19:23.438845Z,1597,C648PKXQ,118,65,Male,Black,Nigeria,United States,Nigeria,English,No,Part-Time
649ab164fd54654394eaf27a,5e07d174da6bad1342bafab2,APPROVED,2023-06-27T09:52:39.883000Z,2023-06-27T09:57:12.852000Z,2023-06-28T14:10:34.259000,2023-06-27T09:57:13.288680Z,273,C648PKXQ,3748,39,Male,White,United States,United States,United States,English,No,Part-Time
649ab165f108c92b0146af07,63c3ad21e11e4d881d3d4220,APPROVED,2023-06-27T09:52:40.562000Z,2023-06-27T10:09:25.564000Z,2023-06-28T14:10:34.433000,2023-06-27T10:09:26.060463Z,1006,C648PKXQ,1135,72,Male,White,Jordan,United States,United States,Arabic,No,Part-Time
649ab166d8d0cdd29d1ced01,5f4c49b249b99c1462dd2640,APPROVED,2023-06-27T09:52:38.166000Z,2023-06-27T10:08:04.355000Z,2023-06-28T14:10:34.578000,2023-06-27T10:08:04.766098Z,927,C648PKXQ,134,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649ab170ca4be86b901ced21,63f5c99a1cecb4136b93f7db,APPROVED,2023-06-27T09:55:14.818000Z,2023-06-27T10:05:23.586000Z,2023-06-28T14:10:34.717000,2023-06-27T10:05:24.051112Z,609,C648PKXQ,851,36,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
649ab17367e56a46a7fef40a,646ff940ec8d8aa00d48a1d7,APPROVED,2023-06-27T09:52:57.712000Z,2023-06-27T10:10:17.059000Z,2023-06-28T14:10:34.858000,2023-06-27T10:10:48.671033Z,1040,C648PKXQ,309,59,Male,Black,United States,United States,United States,English,Yes,Part-Time
649ab196b6bae5113cbe73a0,62694f79608ed29b7af936b1,APPROVED,2023-06-27T09:53:47.057000Z,2023-06-27T10:03:07.716000Z,2023-06-28T14:10:35.014000,2023-06-27T10:03:08.469683Z,561,C648PKXQ,1625,56,Female,White,United States,United States,United States,English,No,Full-Time
649ab1b6a457a6576221ae41,60933bb6e47eb28c880b93d9,APPROVED,2023-06-27T09:54:02.171000Z,2023-06-27T10:17:43.976000Z,2023-06-28T14:10:35.176000,2023-06-27T10:17:44.413635Z,1422,C648PKXQ,193,26,Female,Mixed,United States,United States,United States,English,No,Full-Time
649ab1d7fb05fbcb480de498,633edc50cfae73d4a72ca889,APPROVED,2023-06-27T09:54:39.367000Z,2023-06-27T09:59:44.652000Z,2023-06-28T14:10:35.325000,2023-06-27T09:59:45.398157Z,306,C648PKXQ,1734,43,Male,White,United States,United States,United States,English,No,Full-Time
649ab2178af715c2e9459319,63852498bcb698988baa11c2,APPROVED,2023-06-27T09:55:40.982000Z,2023-06-27T10:00:13.802000Z,2023-06-28T14:10:35.479000,2023-06-27T10:00:14.439983Z,273,C648PKXQ,1322,58,Male,White,United States,United States,United States,English,No,Part-Time
649ab255063517d5c01df51e,63fc721b7b73b5da09e9e8b6,APPROVED,2023-06-27T09:56:48.535000Z,2023-06-27T10:24:54.190000Z,2023-06-28T14:10:35.639000,2023-06-27T10:24:54.688387Z,1686,C648PKXQ,662,57,Female,Black,United States,United States,United States,English,No,Full-Time
649ab26a00379f5602163f1b,5ee1be444c9d75206ce5aa92,APPROVED,2023-06-27T09:57:01.889000Z,2023-06-27T10:06:12.823000Z,2023-06-28T14:10:35.822000,2023-06-27T10:06:13.328354Z,551,C648PKXQ,1862,26,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
649ab2eaf382f13d22fef40a,64071f8576c48034c00df845,APPROVED,2023-06-27T09:59:14.823000Z,2023-06-27T10:18:35.538000Z,2023-06-28T14:10:35.976000,2023-06-27T10:18:36.834291Z,1161,C648PKXQ,683,69,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
649ab33c28610f50c7197a2e,61647caff869db29c54fde2b,APPROVED,2023-06-27T10:00:32.925000Z,2023-06-27T10:03:05.829000Z,2023-06-28T14:10:36.129000,2023-06-27T10:03:06.302471Z,153,C648PKXQ,1739,24,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649ab345fde1d33169ade949,5dc483cf74939e34e55c3619,APPROVED,2023-06-27T10:00:43.291000Z,2023-06-27T10:08:37.233000Z,2023-06-28T14:10:36.274000,2023-06-27T10:08:39.355409Z,474,C648PKXQ,5442,73,Male,White,United States,United States,United States,English,No,Part-Time
649ab34f0f416b112d21ae0c,647652cb5644044df439e1fb,APPROVED,2023-06-27T10:01:21.881000Z,2023-06-27T10:10:59.687000Z,2023-06-28T14:10:36.439000,2023-06-27T10:11:13.581928Z,578,C648PKXQ,211,35,Female,White,United States,United States,United States,English,No,Part-Time
649ab36ceb24c45673f28cdf,64143e269d37d7ec27c8a2a9,APPROVED,2023-06-27T10:01:26.033000Z,2023-06-27T10:42:34.809000Z,2023-06-28T14:10:36.583000,2023-06-27T10:42:35.281442Z,2469,C648PKXQ,608,33,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
649ab3f09dc4251bec21bc87,55ddb84550a1f7000b90d65a,APPROVED,2023-06-27T10:03:31.486000Z,2023-06-27T10:10:44.599000Z,2023-06-28T14:10:36.738000,2023-06-27T10:11:00.104011Z,434,C648PKXQ,5198,49,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
