StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,YearsLivedCountry,PROLIFIC_PID,counter
2023-06-27 12:11:48,2023-06-27 12:19:13,IP Address,100,444,True,2023-06-27 12:19:14,R_1OJrlt9dYILfQAX,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e84f020507cd30b367b2624,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,5 - Slightly favour,6 - Somewhat favour,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","93
|
|
68","81
|
|
81","100
|
|
90","81
|
|
81","94
|
|
89","89
|
|
81","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",2,6,3,Very inaccurate (1),4,Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),3,Very inaccurate (1),Very inaccurate (1),3,5,5,2,2,Very inaccurate (1),4,Very inaccurate (1),2,3,2,Very inaccurate (1),Strongly disagree,3,Slightly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Somewhat disagree,Masters degree,8,Strongly disagree (1),6,21,52,,cereal with oat milk,67,5e84f020507cd30b367b2624,8
2023-06-27 12:05:22,2023-06-27 12:19:14,IP Address,100,832,True,2023-06-27 12:19:15,R_3fK7qUipBiskh6t,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62cd9b920ed1b7c1648818d3,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","90
|
|
100",2,Very accurate (7),6,Very inaccurate (1),2,2,6,Very inaccurate (1),2,Very accurate (7),2,2,5,5,6,2,5,6,6,Very inaccurate (1),2,2,3,Very accurate (7),Somewhat disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Strongly disagree,Slightly agree,Somewhat agree,Slightly disagree,PhD or equivalent,5,2,6,19,52,,"Cheerios with blueberries and milk, coffee with cream and a peach yoghurt",75,62cd9b920ed1b7c1648818d3,8
2023-06-27 12:13:54,2023-06-27 12:20:06,IP Address,100,372,True,2023-06-27 12:20:07,R_2EhQYlLZPd4yi4z,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63bed6e176fba857a47fbaff,4 - Neutral,2 - Somewhat oppose,1 - Strongly oppose,1 - Strongly oppose,1 - Strongly oppose,6 - Somewhat favour,1 - Strongly oppose,1 - Strongly oppose,"85
|
|
15",100||50,"85
|
|
85","85
|
|
15","50
|
|
100","85
|
|
85","70
|
|
100","100
|
|
90","56
|
|
96","91
|
|
96","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),Very accurate (7),Very accurate (7),Very accurate (7),Very accurate (7),Very accurate (7),Very accurate (7),4,Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),4,Very accurate (7),Very accurate (7),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Strongly disagree,5 - Very religious,Very strongly agree,Very strongly agree,Very strongly agree,Very strongly disagree,Very strongly agree,Very strongly agree,High School,7,4,4,100,52,,Chicken wings,61,63bed6e176fba857a47fbaff,8
2023-06-27 12:00:32,2023-06-27 12:20:12,IP Address,100,1180,True,2023-06-27 12:20:13,R_25ZcDaXoJTbr22s,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c92870723bd7e001870138e,6 - Somewhat favour,4 - Neutral,2 - Somewhat oppose,5 - Slightly favour,7 - Strongly favour,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","89
|
|
81","94
|
|
91","81
|
|
69","93
|
|
93","93
|
|
88",3,5,2,2,3,Very inaccurate (1),6,3,2,6,3,2,5,4,5,2,5,2,5,2,3,3,4,2,Slightly agree,2,Neither agree nor disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Completed university,7,Strongly disagree (1),5,67,52,,bacon and eggs,77,5c92870723bd7e001870138e,8
2023-06-27 12:15:59,2023-06-27 12:21:02,IP Address,100,302,True,2023-06-27 12:21:03,R_vfr4rDoZMjQh4DD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5fb2041681fe9376804e1249,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),6,4,5,Very accurate (7),Very inaccurate (1),Very accurate (7),2,4,6,3,4,2,6,6,5,4,Very inaccurate (1),Very accurate (7),2,2,4,Very inaccurate (1),3,Slightly agree,2,Very strongly agree,Slightly agree,Very strongly disagree,Very strongly agree,Very strongly disagree,Neither agree nor disagree,Completed university,5,6,Strongly agree (7),2,52,,cereal bar,41,5fb2041681fe9376804e1249,8
2023-06-27 12:15:43,2023-06-27 12:21:26,IP Address,100,342,True,2023-06-27 12:21:27,R_2xDckmcuEYKbtsF,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63dd3dd2593c92be97d8dbde,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,5,4,Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,3,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),3,Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),6,2,Very inaccurate (1),2,2,Very inaccurate (1),Strongly agree,5 - Very religious,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,Slightly disagree,Very strongly agree,High School,5,Strongly disagree (1),Strongly disagree (1),100,52,,"I had Korean food for breakfast. It was a beef rib type thing not really sure what it is called in English. ",20,63dd3dd2593c92be97d8dbde,8
2023-06-27 12:16:20,2023-06-27 12:21:51,IP Address,100,331,True,2023-06-27 12:21:52,R_3DF1TRx2Shln2et,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5fe112243ce806b5704eca6e,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","85
|
|
85","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,5,6,Very inaccurate (1),Very accurate (7),Very inaccurate (1),6,2,Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,3,4,4,Very inaccurate (1),3,2,Very accurate (7),5,Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Very strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,High School,2,Strongly disagree (1),Strongly agree (7),1,52,,Yogurt,42,5fe112243ce806b5704eca6e,8
2023-06-27 12:14:00,2023-06-27 12:21:59,IP Address,100,479,True,2023-06-27 12:22:00,R_3WC6QjaJm40asg1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,646f48e697286b05e29ad0d4,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,5 - Slightly favour,7 - Strongly favour,5 - Slightly favour,2 - Somewhat oppose,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","94
|
|
56","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","90
|
|
100","85
|
|
85","94
|
|
91","75
|
|
75","96
|
|
91","91
|
|
94",4,5,Very accurate (7),3,4,5,3,5,5,5,3,5,4,5,6,5,6,6,3,5,3,5,5,5,Neutral,2,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Completed university,3,2,2,90,52,,A burger,48,646f48e697286b05e29ad0d4,8
2023-06-27 12:15:21,2023-06-27 12:22:35,IP Address,100,434,True,2023-06-27 12:22:36,R_2QyB2hCeXTSuCYC,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,615374d9fd9b41728babd974,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",2,6,Very accurate (7),2,6,Very inaccurate (1),4,2,Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),2,6,Very accurate (7),2,Very accurate (7),Very inaccurate (1),3,2,Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Strongly disagree,1 - Not at all religious,Strongly agree,Very strongly disagree,Very strongly disagree,Strongly agree,Strongly disagree,Very strongly disagree,Masters degree,7,2,6,14,52,,Yogurt,58,615374d9fd9b41728babd974,8
2023-06-27 12:13:00,2023-06-27 12:23:29,IP Address,100,628,True,2023-06-27 12:23:30,R_C9vH0YsPHpSKZHj,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63624e53b014a5fc8b293253,6 - Somewhat favour,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",5,3,Very inaccurate (1),Very inaccurate (1),Very accurate (7),2,Very inaccurate (1),Very accurate (7),3,Very accurate (7),Very inaccurate (1),4,Very inaccurate (1),2,Very accurate (7),Very inaccurate (1),Very accurate (7),5,3,5,3,2,Very accurate (7),5,Strongly disagree,1 - Not at all religious,Somewhat disagree,Somewhat disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Somewhat disagree,Completed university,3,Strongly disagree (1),5,66,52,,Sausage and eggs,55,63624e53b014a5fc8b293253,8
2023-06-27 12:16:00,2023-06-27 12:23:44,IP Address,100,463,True,2023-06-27 12:23:45,R_sBY3ChPkNca0vjb,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e3dd36d19be0d040a17f13f,4 - Neutral,1 - Strongly oppose,6 - Somewhat favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,3 - Slightly oppose,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","76
|
|
36","94
|
|
56","94
|
|
63","93
|
|
63","98
|
|
93","94
|
|
74","95
|
|
85","93
|
|
78","100
|
|
90","88
|
|
63","100
|
|
90","96
|
|
69",Very accurate (7),5,4,2,Very accurate (7),Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,Very inaccurate (1),5,6,2,Very accurate (7),2,Very inaccurate (1),2,Very inaccurate (1),Very inaccurate (1),Very accurate (7),2,Strongly disagree,1 - Not at all religious,Slightly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Strongly disagree,Completed university,6,2,6,38,52,,bagel,59,5e3dd36d19be0d040a17f13f,8
2023-06-27 12:14:24,2023-06-27 12:23:49,IP Address,100,565,True,2023-06-27 12:23:50,R_D7en71QwCxaVP69,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60d5c363dd49bcb80e528806,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","50
|
|
100","75
|
|
75","93
|
|
93","90
|
|
100",Very inaccurate (1),5,6,Very inaccurate (1),5,2,5,4,Very inaccurate (1),Very accurate (7),Very inaccurate (1),3,Very inaccurate (1),3,5,Very inaccurate (1),4,Very inaccurate (1),6,4,3,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Strongly disagree,3,Somewhat agree,Strongly disagree,Very strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Masters degree,3,Strongly disagree (1),Strongly agree (7),0,52,,nothing,34,60d5c363dd49bcb80e528806,8
2023-06-27 12:17:38,2023-06-27 12:24:09,IP Address,100,391,True,2023-06-27 12:24:10,R_1hBhoEZSzr8g3sE,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63ea54cae81a2baf10a14930,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,4 - Neutral,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","100
|
|
50","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","94
|
|
81",Very inaccurate (1),6,3,3,Very accurate (7),Very inaccurate (1),Very accurate (7),2,2,4,Very inaccurate (1),3,Very inaccurate (1),6,6,3,3,Very inaccurate (1),Very accurate (7),3,2,6,Very inaccurate (1),Very inaccurate (1),Neutral,1 - Not at all religious,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Very strongly agree,Very strongly agree,Somewhat agree,Diploma / other professional certificate,2,Strongly disagree (1),Strongly disagree (1),50,52,,"I had eggs that were sunny-side up, some sausage and bacon.",27,63ea54cae81a2baf10a14930,8
2023-06-27 12:19:32,2023-06-27 12:24:53,IP Address,100,321,True,2023-06-27 12:24:54,R_1GHR2io7AZiFNey,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5cf3f7364bcc6400019d71fa,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,6,Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),2,Very inaccurate (1),5,5,Very inaccurate (1),Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),2,Very inaccurate (1),Very accurate (7),5,Strongly disagree,1 - Not at all religious,Somewhat agree,Slightly agree,Slightly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,High School,3,Strongly disagree (1),Strongly disagree (1),49,52,,coffee,66,5cf3f7364bcc6400019d71fa,8
2023-06-27 12:20:30,2023-06-27 12:24:56,IP Address,100,265,True,2023-06-27 12:24:57,R_2B3Sdu3lgqwGmHm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c3dfadfef1d0d0001b2870e,1 - Strongly oppose,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,1 - Strongly oppose,1 - Strongly oppose,2 - Somewhat oppose,2 - Somewhat oppose,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,Very inaccurate (1),6,Very inaccurate (1),4,5,6,4,5,Very accurate (7),3,Very accurate (7),2,Very inaccurate (1),2,3,6,3,4,Very inaccurate (1),2,2,2,6,Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly agree,Strongly disagree,Strongly disagree,Very strongly agree,Completed university,4,2,4,17,52,,A cup of coffee,27,5c3dfadfef1d0d0001b2870e,8
2023-06-27 12:09:58,2023-06-27 12:25:05,IP Address,100,906,True,2023-06-27 12:25:06,R_u4aUhVZlwY8xSpz,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,61255c5cd3dc2cfd8fbc101d,2 - Somewhat oppose,4 - Neutral,7 - Strongly favour,3 - Slightly oppose,5 - Slightly favour,3 - Slightly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","88
|
|
78","93
|
|
93","89
|
|
81","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",3,6,4,5,6,Very inaccurate (1),3,Very inaccurate (1),Very inaccurate (1),6,2,2,Very inaccurate (1),6,3,6,3,2,3,Very inaccurate (1),Very inaccurate (1),2,2,3,Strongly disagree,1 - Not at all religious,Somewhat agree,Strongly disagree,Very strongly disagree,Somewhat agree,Neither agree nor disagree,Slightly agree,Masters degree,7,2,6,13,52,,only a cup of coffee,72,61255c5cd3dc2cfd8fbc101d,8
2023-06-27 12:11:15,2023-06-27 12:25:13,IP Address,100,837,True,2023-06-27 12:25:14,R_3fHGXijoUr291xA,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6367b98b4bbfbcfb15eed7a7,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85","98
|
|
46","85
|
|
85","68
|
|
58","75
|
|
75","89
|
|
76","85
|
|
75","96
|
|
94","81
|
|
81","93
|
|
93","89
|
|
81","94
|
|
91","75
|
|
75","96
|
|
91","91
|
|
94",2,Very accurate (7),Very accurate (7),2,5,Very inaccurate (1),6,Very inaccurate (1),5,Very accurate (7),Very inaccurate (1),2,Very inaccurate (1),6,5,Very inaccurate (1),2,2,6,2,4,Very inaccurate (1),3,5,Somewhat agree,4,Very strongly disagree,Somewhat agree,Slightly agree,Somewhat agree,Slightly disagree,Somewhat agree,Diploma / other professional certificate,5,Strongly disagree (1),6,11,52,,yogurt,59,6367b98b4bbfbcfb15eed7a7,8
2023-06-27 12:19:11,2023-06-27 12:25:26,IP Address,100,375,True,2023-06-27 12:25:27,R_1q3VWvCs22hzTHw,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63a0f27fca07899904e593f1,4 - Neutral,1 - Strongly oppose,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,4 - Neutral,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very inaccurate (1),Very accurate (7),6,6,3,Very accurate (7),Very accurate (7),4,Very inaccurate (1),Very accurate (7),3,Very accurate (7),4,Very accurate (7),5,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),6,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Neutral,1 - Not at all religious,Very strongly disagree,Slightly agree,Very strongly agree,Slightly disagree,Very strongly disagree,Somewhat agree,High School,4,Strongly disagree (1),Strongly agree (7),51,52,,coffee,58,63a0f27fca07899904e593f1,8
2023-06-27 12:12:58,2023-06-27 12:25:44,IP Address,100,766,True,2023-06-27 12:25:45,R_12isDhUwqorku5m,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60b4277a6c6540693acdd766,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,5 - Slightly favour,4 - Neutral,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","91
|
|
94",Very inaccurate (1),6,2,2,5,Very inaccurate (1),Very accurate (7),2,2,5,4,2,4,6,3,4,3,2,Very accurate (7),2,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Somewhat disagree,2,Very strongly disagree,Somewhat disagree,Very strongly disagree,Somewhat agree,Slightly agree,Slightly disagree,Masters degree,7,5,5,9,52,,bagel,66,60b4277a6c6540693acdd766,8
2023-06-27 12:17:32,2023-06-27 12:25:48,IP Address,100,495,True,2023-06-27 12:25:48,R_3DdQNkLCplS4mtD,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63c13fcab1eda5bbe034a17c,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very accurate (7),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),4,4,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),Strongly disagree,1 - Not at all religious,Very strongly disagree,Very strongly agree,Very strongly disagree,Very strongly agree,Very strongly disagree,Very strongly agree,Completed university,7,Strongly disagree (1),Strongly agree (7),0,52,,Coffee,49,63c13fcab1eda5bbe034a17c,8
2023-06-27 12:19:56,2023-06-27 12:26:35,IP Address,100,398,True,2023-06-27 12:26:36,R_28CAOoM2GxlyukG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6316972ef4d8ad8f45a16d7f,6 - Somewhat favour,5 - Slightly favour,6 - Somewhat favour,4 - Neutral,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,3,3,Very inaccurate (1),5,3,6,5,2,5,3,4,2,3,6,Very inaccurate (1),6,4,5,5,2,4,2,4,Slightly disagree,2,Neither agree nor disagree,Very strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Completed university,8,Strongly disagree (1),4,86,52,,"Nothing ",44,6316972ef4d8ad8f45a16d7f,8
2023-06-27 12:20:20,2023-06-27 12:27:58,IP Address,100,457,True,2023-06-27 12:27:59,R_1r1BiYsvb7G46LY,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,58595b56a3149800011e156e,1 - Strongly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,4 - Neutral,2 - Somewhat oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","93
|
|
88",4,Very accurate (7),5,2,5,Very inaccurate (1),4,Very inaccurate (1),2,5,Very inaccurate (1),Very inaccurate (1),3,6,6,3,5,6,5,Very inaccurate (1),4,3,2,6,Somewhat agree,2,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Very strongly agree,Slightly agree,Strongly agree,High School,6,Strongly disagree (1),4,86,52,,nothing yet,52,58595b56a3149800011e156e,8
2023-06-27 12:20:15,2023-06-27 12:28:00,IP Address,100,464,True,2023-06-27 12:28:01,R_20mhn7R17LgfYf7,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63d3fd4267f25518af752d7e,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","90
|
|
100",Very inaccurate (1),5,3,2,Very accurate (7),3,Very accurate (7),6,Very inaccurate (1),6,Very inaccurate (1),5,Very inaccurate (1),5,5,3,5,4,5,5,Very inaccurate (1),2,Very inaccurate (1),4,Somewhat disagree,3,Strongly agree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Very strongly disagree,Completed university,3,Strongly disagree (1),Strongly agree (7),0,52,,I haven't had breakfast yet. I'm drinking coffee.,37,63d3fd4267f25518af752d7e,8
2023-06-27 12:23:33,2023-06-27 12:28:13,IP Address,100,280,True,2023-06-27 12:28:14,R_eyCUpgumw0WaHap,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63d15e1be853005ff591b935,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",3,5,5,Very inaccurate (1),6,4,5,2,Very inaccurate (1),5,Very inaccurate (1),4,Very inaccurate (1),4,5,Very inaccurate (1),6,4,5,3,Very inaccurate (1),Very inaccurate (1),3,4,Slightly disagree,1 - Not at all religious,Slightly agree,Somewhat disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,High School,3,2,6,38,52,,Bagel,43,63d15e1be853005ff591b935,8
