StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,Consent6,ProlificID,SDO_1,SDO_2,SDO_3r,SDO_4r,SDO_5,SDO_6,SDO_7r,SDO_8r,SVO_01,SVO_02,SVO_03,SVO_04,SVO_05,SVO_06,SVO_07,SVO_08,SVO_09,SVO_10,SVO_11,SVO_12,SVO_13,SVO_14,SVO_15,Pers_E1,Pers_A1,Pers_C1,Pers_N1,Pers_O1,Pers_Narc1,Pers_E2r,Pers_A2r,Pers_O2r,Pers_C2,Pers_C3r,Pers_Narc2,Pers_O3r,Pers_A3,Pers_N2r,Pers_N3,Pers_N4r,Pers_HonHum1r,Pers_E3r,Pers_A4r,Pers_O4r,Pers_C4r,Pers_E4,Pers_HonHum2r,GodControls,HowReligious,RWA_1r,RWA_2,RWA_3,RWA_4r,RWA_5r,RWA_6,Education,SES_1,BringDown_1,BringUp_1,PolSlider_19,WeeksYear,WeeksYear_TryAgain,Breakfast,PROLIFIC_PID,counter
2022-12-05 08:48:29,2022-12-05 08:56:38,IP Address,100,489,True,2022-12-05 08:56:39,R_2Ba3CCBm8BwCBuP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,62b8b2be4c2b1d481f4f68c0,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,6 - Somewhat favour,2 - Somewhat oppose,2 - Somewhat oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","75
|
|
75","85
|
|
85","85
|
|
75","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","88
|
|
63","100
|
|
90","95
|
|
75",3,6,Very inaccurate (1),4,5,4,2,2,3,3,5,4,3,6,Very inaccurate (1),5,Very inaccurate (1),Very inaccurate (1),4,2,Very inaccurate (1),Very accurate (7),3,4,,,Slightly agree,Very strongly disagree,Very strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Completed university,5,5,6,45,52,,I've not had breakfast yet.,62b8b2be4c2b1d481f4f68c0,7
2022-12-05 08:50:45,2022-12-05 08:56:38,IP Address,100,353,True,2022-12-05 08:56:39,R_2EuU1uY00c8oBgJ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,567ed8824f0ef30006dbb844,2 - Somewhat oppose,1 - Strongly oppose,5 - Slightly favour,7 - Strongly favour,4 - Neutral,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"76
|
|
89","72
|
|
47","81
|
|
69","89
|
|
76","81
|
|
81","95
|
|
95","81
|
|
81","96
|
|
81","89
|
|
81","100
|
|
90","75
|
|
75","89
|
|
94","94
|
|
81",,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,1 - Not at all religious,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Diploma / other professional certificate,6,2,6,85,52,,coffee,567ed8824f0ef30006dbb844,7
2022-12-05 08:47:38,2022-12-05 08:56:39,IP Address,100,540,True,2022-12-05 08:56:40,R_1DIIx7TPueedCOy,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c72aec2aa7a7700018f25c8,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",5,6,Very accurate (7),Very inaccurate (1),3,2,2,3,3,Very accurate (7),Very inaccurate (1),2,3,5,6,3,6,Very inaccurate (1),Very inaccurate (1),3,3,Very inaccurate (1),5,2,Strongly disagree,1 - Not at all religious,Slightly agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Slightly agree,Somewhat disagree,Completed university,8,Strongly disagree (1),6,35,,,Cereal,5c72aec2aa7a7700018f25c8,8
2022-12-05 08:47:54,2022-12-05 08:56:45,IP Address,100,530,True,2022-12-05 08:56:46,R_p3iOvGNwHooHSw1,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5b100cb0a3553300017541c8,5 - Slightly favour,6 - Somewhat favour,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,3 - Slightly oppose,4 - Neutral,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",Very inaccurate (1),4,6,6,Very accurate (7),2,5,6,3,Very accurate (7),4,4,Very inaccurate (1),3,Very inaccurate (1),Very accurate (7),Very inaccurate (1),2,6,6,2,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Strongly disagree,1 - Not at all religious,Somewhat agree,Strongly disagree,Very strongly disagree,Very strongly agree,Neither agree nor disagree,Somewhat agree,Completed university,5,4,4,59,,,Toast,5b100cb0a3553300017541c8,8
2022-12-05 08:48:49,2022-12-05 08:56:52,IP Address,100,482,True,2022-12-05 08:56:52,R_22E0HUaG5FUi5ud,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5a460b57b77a5000014a890c,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","72
|
|
47","88
|
|
63","93
|
|
68","89
|
|
69","100
|
|
90","88
|
|
78","94
|
|
89","89
|
|
81","100
|
|
90","88
|
|
63","100
|
|
90","94
|
|
81",2,6,4,3,2,2,6,2,3,5,3,4,6,6,3,5,2,2,6,2,5,3,2,3,Somewhat disagree,1 - Not at all religious,Slightly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Completed university,2,4,5,25,52,,,5a460b57b77a5000014a890c,8
2022-12-05 08:51:04,2022-12-05 08:56:54,IP Address,100,350,True,2022-12-05 08:56:54,R_SIfGleQMk3F6f9n,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,57698d52688a5c00018d958d,4 - Neutral,3 - Slightly oppose,6 - Somewhat favour,5 - Slightly favour,4 - Neutral,4 - Neutral,4 - Neutral,5 - Slightly favour,,,,,,,,,,,,,,,,2,5,5,5,4,2,5,2,4,5,5,4,4,5,3,5,2,2,5,3,3,3,2,2,Somewhat agree,3,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Somewhat agree,High School,2,5,6,81,52,,granola,57698d52688a5c00018d958d,7
2022-12-05 08:50:32,2022-12-05 08:56:55,IP Address,100,382,True,2022-12-05 08:56:55,R_3EogZQWQEzyusdM,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c7eb988ac63960015004d03,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,6 - Somewhat favour,4 - Neutral,4 - Neutral,6 - Somewhat favour,5 - Slightly favour,,,,,,,,,,,,,,,,4,6,6,Very inaccurate (1),6,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),5,6,4,Very accurate (7),Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),5,Very inaccurate (1),Strongly disagree,2,Very strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Very strongly disagree,Very strongly agree,High School,5,5,6,49,52,,Cereals,5c7eb988ac63960015004d03,7
2022-12-05 08:49:07,2022-12-05 08:56:55,IP Address,100,468,True,2022-12-05 08:56:56,R_27m6iBDsHT42I3J,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5eadaff848b26f4483ae62d9,6 - Somewhat favour,5 - Slightly favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,4 - Neutral,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","50
|
|
100","85
|
|
85","70
|
|
100","90
|
|
100","81
|
|
81","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","85
|
|
95","90
|
|
100",5,Very accurate (7),Very accurate (7),Very inaccurate (1),5,Very inaccurate (1),2,3,2,6,Very inaccurate (1),4,2,6,Very accurate (7),Very inaccurate (1),Very accurate (7),3,3,Very inaccurate (1),2,Very inaccurate (1),6,6,,,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,High School,6,2,5,60,52,,I had a coffee and a bowl of porridge,5eadaff848b26f4483ae62d9,7
2022-12-05 08:50:22,2022-12-05 08:56:58,IP Address,100,395,True,2022-12-05 08:56:58,R_3rZZhfvuSGCkmiR,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60b3950b9a1de417d37bb8d2,3 - Slightly oppose,3 - Slightly oppose,7 - Strongly favour,3 - Slightly oppose,3 - Slightly oppose,4 - Neutral,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",4,5,6,Very inaccurate (1),5,4,4,2,3,6,Very inaccurate (1),5,3,4,5,5,3,2,3,3,3,2,4,3,Strongly disagree,1 - Not at all religious,Somewhat disagree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Slightly disagree,Neither agree nor disagree,,6,5,6,96,52,,I had toast woth jam for brekfast and a cup of tea,60b3950b9a1de417d37bb8d2,7
2022-12-05 08:48:17,2022-12-05 08:56:59,IP Address,100,522,True,2022-12-05 08:57:00,R_2SvLuI7rq27f6on,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,57fde8979c39b3000179e347,1 - Strongly oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",2,5,3,2,4,2,5,5,3,6,3,4,4,5,5,3,3,Very inaccurate (1),Very accurate (7),5,3,3,3,2,Strongly disagree,1 - Not at all religious,Somewhat agree,Somewhat disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Somewhat disagree,High School,,,,17,52,,a banana,57fde8979c39b3000179e347,7
2022-12-05 08:49:32,2022-12-05 08:57:02,IP Address,100,449,True,2022-12-05 08:57:02,R_27TdPcvXS1oM2Ni,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5dfa87ae0562057caa68989c,2 - Somewhat oppose,2 - Somewhat oppose,7 - Strongly favour,7 - Strongly favour,2 - Somewhat oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","95
|
|
75",4,5,5,5,5,Very inaccurate (1),4,3,Very inaccurate (1),6,Very inaccurate (1),Very inaccurate (1),2,4,4,3,3,2,4,5,2,2,4,3,Strongly disagree,1 - Not at all religious,Strongly disagree,Somewhat disagree,Very strongly disagree,Very strongly agree,Somewhat agree,Somewhat disagree,Completed university,5,6,Strongly agree (7),50,52,,,5dfa87ae0562057caa68989c,8
2022-12-05 08:48:00,2022-12-05 08:57:05,IP Address,100,544,True,2022-12-05 08:57:05,R_3ffcHT7VORHL9UN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,61333ed3b980f519ee86c45c,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,3 - Slightly oppose,1 - Strongly oppose,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","75
|
|
75","100
|
|
50","100
|
|
50","95
|
|
95","100
|
|
70","90
|
|
100","85
|
|
85","100
|
|
90","100
|
|
50","100
|
|
90","90
|
|
100",Very accurate (7),Very accurate (7),6,Very inaccurate (1),3,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),Very inaccurate (1),3,Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),5,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),2,Very accurate (7),5,Strongly disagree,2,Very strongly disagree,Very strongly disagree,Very strongly disagree,Very strongly agree,Strongly agree,Slightly agree,High School,,,,49,52,,Nothing Yet,61333ed3b980f519ee86c45c,7
2022-12-05 08:48:55,2022-12-05 08:57:10,IP Address,100,494,True,2022-12-05 08:57:10,R_3L7juwdsI4cyL51,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,574da26c7f1e770007f42d11,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","100
|
|
50","85
|
|
85","93
|
|
63","100
|
|
90","100
|
|
70","90
|
|
100","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","90
|
|
100",4,2,5,Very inaccurate (1),3,3,5,3,2,5,2,3,4,2,5,2,5,2,4,4,2,2,4,2,Strongly disagree,1 - Not at all religious,,,,,,,PhD or equivalent,7,3,5,27,52,,Cereal and coffee,574da26c7f1e770007f42d11,7
2022-12-05 08:49:19,2022-12-05 08:57:10,IP Address,100,471,True,2022-12-05 08:57:10,R_1nSZ0H5x2J5ntoN,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5c60501d767686000100150c,4 - Neutral,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,4 - Neutral,4 - Neutral,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","75
|
|
75","85
|
|
85","70
|
|
100","100
|
|
90","100
|
|
70","90
|
|
100","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","90
|
|
100",Very inaccurate (1),5,4,Very accurate (7),6,Very inaccurate (1),3,4,Very accurate (7),4,4,2,Very inaccurate (1),4,2,6,Very inaccurate (1),4,Very accurate (7),4,Very accurate (7),4,Very inaccurate (1),4,Strongly disagree,1 - Not at all religious,Strongly disagree,Somewhat agree,Neither agree nor disagree,Very strongly agree,Very strongly disagree,Somewhat agree,,5,Strongly disagree (1),Strongly agree (7),51,52,,CEREAL,5c60501d767686000100150c,7
2022-12-05 08:49:18,2022-12-05 08:57:12,IP Address,100,474,True,2022-12-05 08:57:13,R_2at6vmiULU1KUEi,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d8b66f5d189bd001a378273,3 - Slightly oppose,4 - Neutral,7 - Strongly favour,6 - Somewhat favour,3 - Slightly oppose,4 - Neutral,5 - Slightly favour,3 - Slightly oppose,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","93
|
|
68","70
|
|
100","95
|
|
95","94
|
|
74","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","100
|
|
90","90
|
|
100",Very inaccurate (1),5,3,Very inaccurate (1),6,Very inaccurate (1),Very accurate (7),3,3,5,2,2,2,5,5,2,6,Very inaccurate (1),Very accurate (7),5,2,3,Very inaccurate (1),Very inaccurate (1),,,Somewhat agree,Slightly disagree,Very strongly disagree,Strongly agree,Slightly agree,Strongly agree,High School,3,2,2,10,52,,Cereal,5d8b66f5d189bd001a378273,7
2022-12-05 08:49:23,2022-12-05 08:57:12,IP Address,100,469,True,2022-12-05 08:57:13,R_2SCYicuK8qk9VaH,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6275abead4ed5c70eb5e5649,6 - Somewhat favour,6 - Somewhat favour,2 - Somewhat oppose,4 - Neutral,5 - Slightly favour,5 - Slightly favour,5 - Slightly favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","90
|
|
100","85
|
|
85","100
|
|
90","75
|
|
75","100
|
|
90","90
|
|
100",4,5,5,Very inaccurate (1),5,Very inaccurate (1),3,4,2,6,2,4,2,5,4,3,4,2,3,3,2,4,4,2,Neutral,4,Slightly disagree,Neither agree nor disagree,Slightly agree,Somewhat disagree,Slightly disagree,Strongly agree,,7,Strongly disagree (1),Strongly disagree (1),51,52,,Nothing yet.,6275abead4ed5c70eb5e5649,7
2022-12-05 08:52:55,2022-12-05 08:57:15,IP Address,100,260,True,2022-12-05 08:57:16,R_yW8s2nBpyzXUsLv,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,63038b2eaffacfbe936164c1,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,5 - Slightly favour,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","88
|
|
63","98
|
|
54","89
|
|
69","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","75
|
|
75","100
|
|
90","98
|
|
63",3,6,6,5,4,Very inaccurate (1),2,Very inaccurate (1),2,Very accurate (7),Very inaccurate (1),4,Very inaccurate (1),6,5,2,5,5,4,Very inaccurate (1),Very inaccurate (1),2,2,5,Slightly agree,1 - Not at all religious,Very strongly disagree,Slightly agree,Very strongly disagree,Very strongly agree,Slightly disagree,Very strongly agree,High School,4,6,Strongly agree (7),55,52,,Smoothie,63038b2eaffacfbe936164c1,8
2022-12-05 08:50:58,2022-12-05 08:57:16,IP Address,100,377,True,2022-12-05 08:57:16,R_1N2s3kgJdgITuEG,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d53e2d15b17d500168df632,3 - Slightly oppose,1 - Strongly oppose,6 - Somewhat favour,7 - Strongly favour,3 - Slightly oppose,3 - Slightly oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","95
|
|
85","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","93
|
|
88",,,,,,,,,,,,,,,,,,,,,,,,,Slightly disagree,2,Slightly agree,Slightly agree,Very strongly disagree,Somewhat agree,Slightly disagree,Slightly disagree,Masters degree,7,Strongly agree (7),Strongly agree (7),42,52,,"Black coffee ",5d53e2d15b17d500168df632,7
2022-12-05 08:48:59,2022-12-05 08:57:20,IP Address,100,500,True,2022-12-05 08:57:20,R_paYvA3WzPjwLFXH,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,593ead9ea514380001e5cf86,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","85
|
|
15","100
|
|
50","100
|
|
50","100
|
|
50","100
|
|
90","100
|
|
70","100
|
|
70","100
|
|
70","100
|
|
90","100
|
|
50","100
|
|
90","100
|
|
50",Very accurate (7),Very accurate (7),Very accurate (7),4,Very accurate (7),Very accurate (7),Very inaccurate (1),Very inaccurate (1),6,Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very accurate (7),6,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),4,Very inaccurate (1),Very accurate (7),Very accurate (7),Strongly agree,4,Neither agree nor disagree,Slightly agree,Strongly agree,Neither agree nor disagree,Very strongly disagree,Very strongly agree,Completed university,7,Strongly agree (7),4,,52,,WEETABIX,593ead9ea514380001e5cf86,7
2022-12-05 08:50:56,2022-12-05 08:57:23,IP Address,100,386,True,2022-12-05 08:57:24,R_zZIFiuwuwhAvr7X,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,6055d412f86bdc4c222b5afb,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","50
|
|
100","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","88
|
|
78","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","96
|
|
91","91
|
|
94",6,Very accurate (7),5,4,Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,2,4,Very inaccurate (1),Very accurate (7),5,4,4,4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),3,Very accurate (7),5,Somewhat disagree,2,,,,,,,Completed university,5,5,6,9,52,,Toast with butter and jam,6055d412f86bdc4c222b5afb,7
2022-12-05 08:50:41,2022-12-05 08:57:24,IP Address,100,403,True,2022-12-05 08:57:25,R_1DwqLiK0MYkz383,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5d6fd7cf855c8c0018fbaa30,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"50
|
|
100","68
|
|
58","94
|
|
56","91
|
|
72","85
|
|
75","95
|
|
95","100
|
|
70","95
|
|
85","85
|
|
85","94
|
|
91","100
|
|
50","100
|
|
90","90
|
|
100",Very inaccurate (1),Very accurate (7),Very accurate (7),5,6,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),6,Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Neutral,1 - Not at all religious,Neither agree nor disagree,Very strongly disagree,Very strongly disagree,Very strongly agree,Very strongly agree,Neither agree nor disagree,Diploma / other professional certificate,,,,49,52,,Tea and Toast,5d6fd7cf855c8c0018fbaa30,7
2022-12-05 08:49:35,2022-12-05 08:57:26,IP Address,100,470,True,2022-12-05 08:57:26,R_2X4Hj0lCib7nGoS,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e204990b062543612e9a254,3 - Slightly oppose,3 - Slightly oppose,5 - Slightly favour,7 - Strongly favour,4 - Neutral,3 - Slightly oppose,5 - Slightly favour,5 - Slightly favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","94
|
|
91","75
|
|
75","93
|
|
93","93
|
|
88",2,5,6,5,3,2,5,3,3,4,2,3,4,5,3,6,2,4,6,4,3,2,2,4,Slightly disagree,2,,,,,,,Diploma / other professional certificate,4,2,4,25,52,,Cup of tea,5e204990b062543612e9a254,7
2022-12-05 08:48:47,2022-12-05 08:57:27,IP Address,100,519,True,2022-12-05 08:57:27,R_3HoWILMTvZUCssZ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60dba539f83a896ab389fa7e,,,,,,,,,"85
|
|
85",100||50,"63
|
|
94","54
|
|
89","69
|
|
81","87
|
|
81","93
|
|
63","90
|
|
100","50
|
|
100","98
|
|
78","93
|
|
78","75
|
|
95","50
|
|
100","70
|
|
100","96
|
|
69",Very accurate (7),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),4,Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very accurate (7),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very inaccurate (1),Very accurate (7),Very inaccurate (1),Neutral,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Completed university,5,Strongly disagree (1),Strongly agree (7),0,52,,I had fruits for breakfast,60dba539f83a896ab389fa7e,7
2022-12-05 08:53:31,2022-12-05 08:57:36,IP Address,100,244,True,2022-12-05 08:57:36,R_1jI1KeRZ6HPnNsQ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5e9027110aacc7320bd9a84b,4 - Neutral,4 - Neutral,5 - Slightly favour,5 - Slightly favour,4 - Neutral,5 - Slightly favour,5 - Slightly favour,7 - Strongly favour,,,,,,,,,,,,,,,,2,4,2,2,5,Very inaccurate (1),3,3,Very inaccurate (1),4,3,3,2,4,5,4,4,Very inaccurate (1),2,4,2,6,Very inaccurate (1),2,Strongly disagree,1 - Not at all religious,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Slightly agree,Neither agree nor disagree,Completed university,7,Strongly disagree (1),5,59,52,,Cup of tea,5e9027110aacc7320bd9a84b,7
2022-12-05 08:49:02,2022-12-05 08:57:38,IP Address,100,515,True,2022-12-05 08:57:38,R_2Ppb9Ye1aNvFl5h,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,5b257364a7cee100011d8831,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,1 - Strongly oppose,1 - Strongly oppose,7 - Strongly favour,7 - Strongly favour,"85
|
|
85",100||50,"85
|
|
85","63
|
|
68","75
|
|
75","85
|
|
85","81
|
|
81","95
|
|
95","81
|
|
81","93
|
|
93","85
|
|
85","100
|
|
90","75
|
|
75","93
|
|
93","90
|
|
100",4,Very accurate (7),6,5,Very accurate (7),4,5,2,Very inaccurate (1),6,5,4,Very inaccurate (1),Very accurate (7),3,5,5,Very inaccurate (1),6,2,Very inaccurate (1),2,3,3,Strongly disagree,2,Neither agree nor disagree,Somewhat disagree,Slightly agree,Very strongly agree,Somewhat agree,Somewhat disagree,Diploma / other professional certificate,,,,8,52,,2 Wheatabix with dairy milk and multiple coffees :),5b257364a7cee100011d8831,7
2022-12-05 08:49:42,2022-12-05 08:57:45,IP Address,100,482,True,2022-12-05 08:57:45,R_xcjC40AlBO0iE81,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,60b3daed9cafd5926a44f4d6,3 - Slightly oppose,2 - Somewhat oppose,5 - Slightly favour,6 - Somewhat favour,5 - Slightly favour,2 - Somewhat oppose,6 - Somewhat favour,6 - Somewhat favour,"85
|
|
85",100||50,"85
|
|
85","68
|
|
58","75
|
|
75","85
|
|
85","70
|
|
100","100
|
|
90","88
|
|
78","94
|
|
89","85
|
|
85","100
|
|
90","56
|
|
94","93
|
|
93","90
|
|
100",Very inaccurate (1),6,6,2,6,2,4,2,3,6,Very inaccurate (1),5,2,5,5,2,6,6,2,2,2,2,3,5,Strongly disagree,3,Slightly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,High School,,,,52,52,,toast,60b3daed9cafd5926a44f4d6,7
